,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
11,15.08,6.69,5.96,6.91,1.21,8.02,13.92,6.3,9.06,6.84,999.0,13.44,4.82,6.24,5.35,10.98,13.08,4.62,9.52,12.71,12.6,12.14,12.77,10.67,6.77,10.5,16.32,11.14,7.24,8.4,15.53,4.96,13.21,15.48,4.24,10.93,15.41,7.51,11.69,5.84,9.63,6.21,5.02,9.0,16.19,10.84,14.11,8.4,15.78,12.87,9.7,10.93,9.68,7.33,7.4,10.84,10.52,5.1,9.61,10.97,14.32,10.5,10.11,7.24,14.9,5.67,14.33,11.52,10.73,11.27,30.06,11.82,9.57,11.07,8.22,9.72,2.41,13.61,6.33,14.31,10.0,4.3,8.4,12.01,11.1,5.05,6.44,9.82,11.38,9.65,13.76,14.96,7.92,5.74,8.4,9.69,8.92,14.8,16.41,12.29
12,23.73,12.53,11.37,6.84,12.23,5.53,13.77,8.92,8.28,16.3,13.44,999.0,8.85,10.32,8.43,20.0,5.95,16.85,13.93,6.17,22.1,4.06,6.04,3.05,6.7,9.93,2.89,5.44,14.68,5.19,4.55,17.3,4.19,23.06,16.69,3.33,24.0,12.57,2.81,8.36,4.65,17.66,13.94,7.79,25.89,6.44,22.92,5.19,2.68,2.01,16.94,8.09,14.86,12.62,18.46,6.44,4.25,17.61,14.91,7.87,1.63,18.56,3.32,9.59,1.92,11.99,0.93,6.0,12.62,6.62,43.09,2.47,9.75,7.88,5.43,11.35,15.53,3.49,14.74,0.99,4.14,15.77,5.19,6.6,2.37,9.49,10.26,5.9,7.33,3.83,3.76,1.88,9.76,14.82,5.19,8.4,17.46,3.52,3.56,22.19
13,16.49,5.44,4.09,3.36,3.68,3.87,11.14,4.73,7.12,9.95,4.82,8.85,999.0,5.81,0.56,12.4,8.42,8.05,8.1,8.08,14.39,7.33,8.13,5.94,2.2,6.96,11.7,7.88,7.25,3.68,10.71,8.5,8.4,16.32,8.72,6.84,16.79,5.99,6.89,3.52,4.81,10.31,7.5,6.8,18.22,6.28,15.56,3.68,11.05,8.09,9.94,8.75,8.72,5.9,9.99,6.28,5.7,9.65,8.7,6.73,9.92,11.3,5.56,6.19,10.47,6.58,9.77,6.88,8.28,6.74,34.27,7.04,6.08,6.83,3.46,6.91,7.15,8.8,8.77,9.65,5.19,8.26,3.68,7.47,6.61,3.81,3.59,5.12,6.99,5.01,8.94,10.24,6.92,8.47,3.68,5.66,9.88,9.98,11.64,14.32
14,21.06,10.93,9.67,4.05,5.46,5.33,16.93,1.51,3.15,6.0,6.24,10.32,5.81,999.0,6.16,16.91,12.8,10.86,13.75,12.6,18.68,11.06,12.59,8.61,5.67,12.65,13.01,6.04,12.34,6.96,13.94,11.19,12.07,21.23,7.35,7.07,21.38,11.59,9.88,2.63,8.58,7.68,3.79,3.3,22.35,11.12,20.09,6.96,12.99,10.71,15.04,4.93,14.26,11.47,13.59,11.12,9.44,8.16,14.23,11.99,10.55,16.15,7.52,1.11,11.14,1.7,11.01,11.49,14.09,11.6,35.57,9.82,11.8,12.08,7.0,12.72,7.07,12.07,4.42,11.31,8.65,6.09,6.96,12.23,8.1,2.0,9.36,9.78,12.06,7.45,12.31,12.17,1.7,4.57,6.96,11.17,14.61,12.96,13.84,18.42
15,16.56,5.38,4.01,3.35,4.22,3.66,10.76,4.99,7.26,10.48,5.35,8.43,0.56,6.16,999.0,12.51,7.86,8.43,7.93,7.52,14.53,6.79,7.57,5.48,1.91,6.52,11.26,7.77,7.28,3.24,10.18,8.89,7.86,16.33,9.28,6.58,16.86,5.86,6.39,3.75,4.29,10.86,8.02,6.9,18.36,5.73,15.65,3.24,10.58,7.59,9.94,8.82,8.59,5.79,10.26,5.73,5.17,10.2,8.59,6.2,9.55,11.35,5.18,6.47,10.09,7.03,9.35,6.32,7.97,6.19,34.67,6.55,5.65,6.3,3.0,6.57,7.7,8.26,9.28,9.21,4.69,8.81,3.24,6.92,6.23,4.18,3.37,4.56,6.45,4.6,8.41,9.77,7.18,8.99,3.24,5.17,9.97,9.45,11.15,14.48
16,4.15,7.48,8.73,15.76,11.49,16.15,10.69,16.48,19.21,17.18,10.98,20.0,12.4,16.91,12.51,999.0,16.13,6.91,6.66,15.66,2.1,16.68,15.81,17.0,14.38,11.15,22.46,20.27,5.35,15.24,19.55,6.85,17.39,4.58,13.38,18.97,4.48,7.45,17.31,15.53,15.35,15.51,15.89,18.98,5.91,14.22,3.19,15.24,21.36,18.46,3.28,20.98,5.72,7.39,4.08,14.22,15.81,13.69,5.64,13.17,21.44,1.68,17.22,17.74,21.88,16.63,20.91,14.93,8.8,14.32,25.12,17.61,10.81,13.22,14.95,9.4,11.75,18.18,17.11,20.5,15.87,14.35,15.24,14.83,18.24,15.23,9.78,14.23,13.84,16.57,18.15,20.73,18.49,16.45,15.24,12.06,2.56,19.37,21.56,2.34
17,19.37,9.24,8.57,8.75,12.03,7.57,8.05,11.3,12.07,18.1,13.08,5.95,8.42,12.8,7.86,16.13,999.0,14.99,9.52,0.47,18.19,2.1,0.34,4.71,7.27,5.02,7.21,10.22,11.22,5.84,3.45,15.44,1.79,18.39,17.13,7.74,19.6,8.92,3.68,10.22,4.22,18.71,15.6,11.55,21.8,2.29,18.68,5.84,5.85,3.95,12.86,12.66,10.49,9.04,15.7,2.29,3.41,18.05,10.55,2.96,7.54,14.51,5.91,12.53,7.67,14.17,6.52,1.57,7.67,1.96,40.63,3.97,5.33,2.91,5.81,6.75,15.48,2.63,16.74,5.81,4.22,16.66,5.84,1.31,6.11,11.17,7.48,3.3,2.29,5.64,2.45,5.52,13.01,16.58,5.84,4.19,13.77,3.51,5.73,18.45
18,10.81,6.22,6.46,10.97,5.52,11.83,13.15,10.83,13.62,10.28,4.62,16.85,8.05,10.86,8.43,6.91,14.99,999.0,8.15,14.55,8.24,14.64,14.65,13.86,10.25,11.04,19.66,15.44,5.26,11.66,17.99,0.46,15.61,11.49,6.49,14.83,11.14,6.9,14.63,10.2,12.48,8.64,9.16,13.52,11.67,12.71,9.84,11.66,18.89,15.86,6.74,15.48,7.83,6.71,2.94,12.71,13.24,6.85,7.74,12.3,17.97,6.92,13.6,11.85,18.52,10.21,17.78,13.47,10.09,13.03,26.24,14.84,10.25,12.39,11.41,9.65,4.86,16.21,10.3,17.6,12.94,7.45,11.66,13.73,14.65,9.56,7.51,12.07,12.88,13.03,16.29,18.11,12.54,9.62,11.66,10.94,5.48,17.45,19.36,7.84
19,9.91,2.9,4.09,11.23,9.27,11.15,5.02,12.81,15.18,16.33,9.52,13.93,8.1,13.75,7.93,6.66,9.52,8.15,999.0,9.06,8.7,10.29,9.21,11.09,9.46,4.51,16.16,15.35,2.9,9.77,12.97,8.47,10.89,9.13,13.43,13.56,10.15,2.17,11.14,11.62,9.43,15.57,14.29,14.82,12.28,7.76,9.18,9.77,14.97,12.21,3.38,16.71,0.97,2.3,7.34,7.76,9.68,14.11,1.04,6.58,15.47,5.02,11.59,14.26,15.85,14.14,14.8,8.43,2.24,7.8,31.61,11.47,4.29,6.62,9.49,2.77,11.47,11.72,15.64,14.3,9.93,13.79,9.77,8.24,12.52,11.78,4.57,8.03,7.26,10.94,11.66,14.41,15.0,15.13,9.77,5.62,4.53,12.86,15.08,9.01
20,18.92,8.77,8.12,8.57,11.67,7.42,7.71,11.11,11.98,17.83,12.71,6.17,8.08,12.6,7.52,15.66,0.47,14.55,9.06,999.0,17.73,2.19,0.16,4.7,7.02,4.56,7.57,10.24,10.75,5.65,3.91,14.99,2.1,17.95,16.78,7.77,19.15,8.45,3.75,10.0,4.05,18.38,15.33,11.47,21.34,1.88,18.23,5.65,6.23,4.16,12.39,12.64,10.03,8.57,15.24,1.88,3.29,17.7,10.1,2.5,7.78,14.05,5.88,12.37,7.93,13.94,6.78,1.2,7.22,1.51,40.17,4.06,4.86,2.44,5.6,6.29,15.11,2.96,16.49,6.09,4.1,16.33,5.65,0.85,6.16,10.94,7.04,2.98,1.82,5.56,2.81,5.86,12.87,16.31,5.65,3.73,13.3,3.92,6.15,17.99
21,2.62,9.58,10.81,17.73,13.22,18.18,12.43,18.33,21.09,18.47,12.6,22.1,14.39,18.68,14.53,2.1,18.19,8.24,8.7,17.73,999.0,18.78,17.88,19.09,16.41,13.2,24.56,22.27,7.43,17.31,21.63,8.08,19.48,3.84,14.57,21.02,2.95,9.55,19.41,17.44,17.45,16.61,17.38,20.89,3.84,16.31,1.7,17.31,23.46,20.56,5.34,22.89,7.74,9.49,5.3,16.31,17.91,14.76,7.67,15.24,23.53,3.69,19.3,19.55,23.98,18.28,23.01,17.02,10.78,16.41,23.35,19.71,12.89,15.29,17.02,11.46,13.09,20.28,18.54,22.6,17.97,15.65,17.31,16.9,20.33,17.07,11.87,16.33,15.92,18.65,20.24,22.83,20.29,17.86,17.31,14.15,4.65,21.46,23.65,0.74
22,20.19,9.4,8.47,7.02,11.01,5.74,9.71,9.55,10.08,16.6,12.14,4.06,7.33,11.06,6.79,16.68,2.1,14.64,10.29,2.19,18.78,999.0,2.08,2.66,5.78,6.01,5.89,8.13,11.51,4.18,3.4,15.1,1.08,19.37,16.0,5.64,20.44,9.26,1.58,8.55,2.62,17.42,14.1,9.56,22.49,2.54,19.44,4.18,4.69,2.08,13.49,10.59,11.25,9.34,15.74,2.54,1.69,16.94,11.3,3.89,5.69,15.14,3.88,10.69,5.91,12.52,4.77,1.97,8.74,2.61,40.66,1.88,6.0,3.88,4.23,7.58,14.48,1.58,15.17,4.15,2.43,15.39,4.18,2.53,4.01,9.58,7.33,2.59,3.3,3.69,1.65,4.13,11.12,15.07,4.18,4.67,14.21,2.83,4.9,18.96
23,19.08,8.9,8.23,8.55,11.73,7.4,7.86,11.1,11.93,17.85,12.77,6.04,8.13,12.59,7.57,15.81,0.34,14.65,9.21,0.16,17.88,2.08,999.0,4.63,7.03,4.72,7.42,10.16,10.89,5.64,3.76,15.1,1.95,18.1,16.84,7.69,19.3,8.59,3.66,10.0,4.03,18.43,15.35,11.42,21.49,1.96,18.38,5.64,6.07,4.03,12.54,12.57,10.18,8.71,15.37,1.96,3.25,17.76,10.24,2.64,7.64,14.2,5.81,12.35,7.8,13.94,6.65,1.26,7.38,1.62,40.3,3.96,5.0,2.59,5.6,6.44,15.17,2.81,16.5,5.95,4.06,16.38,5.64,0.98,6.07,10.94,7.15,3.02,1.97,5.51,2.65,5.71,12.84,16.33,5.64,3.86,13.44,3.77,5.99,18.13
24,20.79,9.52,8.33,4.66,9.48,3.3,11.58,7.11,7.43,14.36,10.67,3.05,5.94,8.61,5.48,17.0,4.71,13.86,11.09,4.7,19.09,2.66,4.63,999.0,3.92,7.4,5.8,5.55,11.66,2.27,5.34,14.32,3.54,20.19,14.21,3.11,21.06,9.61,1.27,6.24,1.66,15.42,11.9,6.91,22.9,4.13,19.96,2.27,5.12,2.24,13.99,7.95,11.99,9.64,15.42,4.13,1.63,15.14,12.03,5.55,4.44,15.59,1.21,8.15,4.89,10.16,3.98,3.99,9.98,4.47,40.09,1.23,7.06,5.59,2.48,8.63,12.88,3.46,12.87,3.74,1.16,13.44,2.27,4.75,1.58,7.33,7.23,3.19,5.18,1.18,3.7,4.3,8.53,12.84,2.27,5.75,14.45,4.4,5.75,19.17
25,18.4,7.11,5.76,1.91,5.57,1.78,11.65,4.24,5.94,10.85,6.77,6.7,2.2,5.67,1.91,14.38,7.27,10.25,9.46,7.02,16.41,5.78,7.03,3.92,999.0,7.25,9.58,5.97,9.1,1.68,9.03,10.7,6.85,18.11,10.33,4.67,18.7,7.5,5.02,3.04,3.17,11.65,8.35,5.51,20.24,5.46,17.5,1.68,9.02,6.14,11.72,7.3,10.2,7.46,12.16,5.46,4.09,11.26,10.21,6.34,7.73,13.18,3.39,5.64,8.28,6.92,7.61,5.87,9.15,5.94,36.46,5.1,6.5,6.43,1.56,7.71,8.96,7.09,9.47,7.55,3.41,9.63,1.68,6.59,4.42,3.92,4.93,4.12,6.39,2.89,7.28,8.19,6.27,9.32,1.68,5.64,11.83,8.2,9.67,16.37
26,14.36,4.85,4.76,9.16,9.76,8.57,4.43,11.36,13.16,16.74,10.5,9.93,6.96,12.65,6.52,11.15,5.02,11.04,4.51,4.56,13.2,6.01,4.72,7.4,7.25,999.0,11.89,12.47,6.52,6.81,8.47,11.46,6.48,13.42,14.74,10.29,14.58,4.29,7.13,10.11,5.87,16.66,14.36,12.7,16.78,3.5,13.66,6.81,10.63,8.05,7.87,14.35,5.47,4.46,11.17,3.5,5.82,15.58,5.55,2.15,11.53,9.52,8.2,12.82,11.83,13.55,10.72,4.07,2.73,3.42,35.92,7.47,0.93,2.17,6.58,1.75,12.85,7.33,15.68,10.14,6.3,14.66,6.81,3.77,8.96,10.69,4.06,4.22,2.8,7.62,7.24,10.13,13.48,15.32,6.81,1.71,8.88,8.43,10.66,13.49
27,26.06,15.05,13.98,9.7,15.12,8.41,15.26,11.67,10.68,19.01,16.32,2.89,11.7,13.01,11.26,22.46,7.21,19.66,16.16,7.57,24.56,5.89,7.42,5.8,9.58,11.89,999.0,7.58,17.2,8.02,4.41,20.12,5.48,25.26,19.55,5.95,26.31,15.01,5.18,11.19,7.27,20.47,16.7,10.23,28.32,8.43,25.29,8.02,1.41,4.0,19.32,10.13,17.12,15.08,21.16,8.43,6.68,20.47,17.17,9.74,2.58,20.96,6.21,12.2,2.06,14.7,2.04,7.82,14.61,8.47,45.89,4.91,11.89,9.73,8.26,13.46,18.42,4.61,17.43,2.06,6.78,18.61,8.02,8.22,5.25,12.31,12.84,8.23,9.12,6.7,4.76,1.76,12.28,17.56,8.02,10.55,19.95,3.79,2.04,24.71
28,24.33,13.08,11.72,4.55,10.02,4.21,16.84,5.08,3.19,11.88,11.14,5.44,7.88,6.04,7.77,20.27,10.22,15.44,15.35,10.24,22.27,8.13,10.16,5.55,5.97,12.47,7.58,999.0,15.05,5.7,9.88,15.85,8.81,24.07,13.28,2.49,24.64,13.46,6.56,5.3,6.69,13.71,9.83,2.83,26.09,9.55,23.42,5.7,7.98,6.75,17.68,2.66,16.14,13.42,17.73,9.55,7.1,14.13,16.14,10.9,5.0,19.12,4.43,5.02,5.55,7.7,5.8,9.52,14.77,9.94,41.15,6.31,11.91,10.95,5.95,13.33,12.66,8.4,10.29,6.35,6.38,12.09,5.7,10.29,4.12,6.18,10.88,8.38,10.62,4.92,8.68,7.27,4.9,10.55,5.7,10.76,17.74,8.82,8.91,22.18
29,9.3,2.15,3.39,10.6,7.28,10.88,7.91,11.66,14.28,14.05,7.24,14.68,7.25,12.34,7.28,5.35,11.22,5.26,2.9,10.75,7.43,11.51,10.89,11.66,9.1,6.52,17.2,15.05,999.0,9.9,14.56,5.57,12.3,9.08,10.85,13.64,9.6,2.3,12.02,10.59,10.03,13.03,12.22,14.0,11.25,9.14,8.41,9.9,16.15,13.2,2.72,15.98,2.62,2.18,4.67,9.14,10.52,11.47,2.54,8.28,16.1,4.07,11.87,13.03,16.55,12.42,15.59,9.89,4.96,9.32,29.44,12.31,5.94,8.34,9.61,4.86,8.91,13.05,13.55,15.21,10.54,11.37,9.9,9.91,12.9,10.49,4.44,8.99,8.94,11.22,13.05,15.49,13.79,12.97,9.9,7.03,2.79,14.27,16.41,7.52
30,19.16,7.8,6.51,2.92,7.21,1.86,11.22,5.46,6.55,12.42,8.4,5.19,3.68,6.96,3.24,15.24,5.84,11.66,9.77,5.65,17.31,4.18,5.64,2.27,1.68,6.81,8.02,5.7,9.9,999.0,7.37,12.12,5.24,18.71,12.01,3.8,19.45,8.03,3.34,4.39,1.62,13.3,9.92,6.06,21.14,4.33,18.29,0.0,7.39,4.47,12.38,7.57,10.61,8.03,13.37,4.33,2.51,12.94,10.63,5.47,6.37,13.93,2.0,6.72,6.89,8.36,6.11,4.59,9.08,4.79,37.9,3.43,6.22,5.54,0.29,7.64,10.63,5.43,10.99,5.97,1.77,11.29,0.0,5.35,3.06,5.4,5.5,2.99,5.36,1.38,5.62,6.57,7.25,10.89,0.0,5.11,12.68,6.52,8.01,17.34
31,22.83,12.52,11.71,10.0,14.39,8.64,11.21,12.44,12.43,19.69,15.53,4.55,10.71,13.94,10.18,19.55,3.45,17.99,12.97,3.91,21.63,3.4,3.76,5.34,9.03,8.47,4.41,9.88,14.56,7.37,999.0,18.45,2.38,21.83,19.33,7.52,23.05,12.27,4.09,11.58,5.92,20.67,17.22,11.92,25.25,5.43,22.14,7.37,3.01,3.27,16.3,12.52,13.94,12.38,18.95,5.43,5.02,20.27,14.0,6.39,5.75,17.95,6.42,13.41,5.61,15.5,4.62,4.68,11.11,5.25,43.9,4.12,8.74,6.34,7.47,10.19,17.86,1.94,18.21,3.87,5.62,18.66,7.37,4.73,6.03,12.66,10.58,5.92,5.71,6.52,1.77,3.13,13.73,18.17,7.37,7.54,17.17,1.05,2.53,21.88
32,10.67,6.62,6.9,11.4,5.9,12.27,13.48,11.21,13.99,10.4,4.96,17.3,8.5,11.19,8.89,6.85,15.44,0.46,8.47,14.99,8.08,15.1,15.1,14.32,10.7,11.46,20.12,15.85,5.57,12.12,18.45,999.0,16.07,11.42,6.54,15.27,11.0,7.29,15.09,10.6,12.93,8.66,9.37,13.9,11.43,13.16,9.71,12.12,19.35,16.32,6.9,15.85,8.11,7.1,2.81,13.16,13.7,6.85,8.01,12.74,18.43,6.97,14.06,12.2,18.97,10.5,18.23,13.92,10.44,13.48,25.78,15.3,10.67,12.82,11.87,10.04,5.01,16.67,10.48,18.06,13.4,7.57,12.12,14.18,15.11,9.93,7.95,12.52,13.32,13.49,16.75,18.57,12.88,9.8,12.12,11.38,5.58,17.91,19.82,7.65
33,20.8,10.22,9.37,8.04,12.08,6.74,9.81,10.56,10.95,17.66,13.21,4.19,8.4,12.07,7.86,17.39,1.79,15.61,10.89,2.1,19.48,1.08,1.95,3.54,6.85,6.48,5.48,8.81,12.3,5.24,2.38,16.07,999.0,19.9,17.08,6.32,21.03,10.02,2.31,9.59,3.69,18.49,15.16,10.43,23.15,3.17,20.07,5.24,4.17,2.23,14.16,11.34,11.86,10.12,16.62,3.17,2.76,18.01,11.92,4.33,5.76,15.82,4.74,11.66,5.88,13.55,4.73,2.46,9.19,3.09,41.56,2.51,6.61,4.31,5.3,8.13,15.55,0.87,16.22,4.02,3.47,16.47,5.24,2.75,4.69,10.63,8.23,3.55,3.68,4.64,0.77,3.76,12.06,16.13,5.24,5.33,14.96,1.99,4.19,19.69
