colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
MORELOS,PELICANO,1272,44910,Guadalajara,MORELOS PELICANO 1272 44910 Guadalajara,20.6508209,-103.361163
NUEVO MEXICO,2024-01-06 00:00:00,3239,45138,zapopan,NUEVO MEXICO 45297 3239 45138 zapopan,20.7690198,-103.4539176
INDIGENA D MEZQUITAN,2024-03-18 00:00:00,409,45190,zapopan,INDIGENA D MEZQUITAN 45369 409 45190 zapopan,20.7385264,-103.3312962
BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,BENITO JUAREZ JUAN MANUEL RUV 1992 45199 Guadalajara,20.7349255,-103.3399585
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,ARANDAS HACIENDA DEL CO 3363 44720 Guadalajara,20.6915829,-103.287272
LA VENTA DEL ASTILLE,JILGEROS,33,45221,zapopan,LA VENTA DEL ASTILLE JILGEROS 33 45221 zapopan,20.72564,-103.5462189
REAL DE TESISTAN,PASEO DE LA ARB,176,45200,zapopan,REAL DE TESISTAN PASEO DE LA ARB 176 45200 zapopan,20.7826297,-103.4722075
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,IXTLAHUACAN DEL RIO HDA SAN MIGUEL 10 45260 zapopan,20.8692661,-103.2355813
RINCONADA DEL BOSQUE,AV ECONOMOS,6951,44510,Guadalajara,RINCONADA DEL BOSQUE AV ECONOMOS 6951 44510 Guadalajara,20.6635442,-103.448633
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,PANORAMICA HUENTITAN CALZADA 4500 44259 Guadalajara,20.7365162,-103.3103647
LOMAS DE POLANCO,JOSE CARRILLO,3528,44960,Guadalajara,LOMAS DE POLANCO JOSE CARRILLO 3528 44960 Guadalajara,20.6243897,-103.3822922
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,INDEPENDENCIA ROGELIO BACON 2280 44290 Guadalajara,20.7113239,-103.3320885
REAL DE VALDEPE?S,RINCONADA DEL C,1327,45130,zapopan,REAL DE VALDEPE?S RINCONADA DEL C 1327 45130 zapopan,20.756436,-103.400611
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,RESIDENCIAL GUADALUP MISION SAN PATR 350 45030 zapopan,20.6552033,-103.4345602
DEL FRESNO,CIPRES,1738,44900,Guadalajara,DEL FRESNO CIPRES 1738 44900 Guadalajara,20.6570961,-103.3668867
SAN VICENTE,PUERTO SOTO LA,2280,44330,Guadalajara,SAN VICENTE PUERTO SOTO LA 2280 44330 Guadalajara,20.6751707,-103.3473385
VALLE REAL,PASEO SAN ARTUR,685,45019,zapopan,VALLE REAL PASEO SAN ARTUR 685 45019 zapopan,20.724178,-103.4464948
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,BALCONES DE OBLATOS ROSA RODRIGUEZ 3876 44720 Guadalajara,20.6869758,-103.2901584
VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,VILLA VICENTE GUERRE ISLA USTICA 3318 44860 Guadalajara,20.6751707,-103.3473385
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,RESIDENC LA ESTANCIA WOLFANG AMADEUS 5552 45030 zapopan,20.6733758,-103.4280012
RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,zapopan,RINCONADA DL AUDITOR ALBERTO CINTA 39 45180 zapopan,20.7367659,-103.3425616
JARDINES DE LA CRUZ,REYES CATOLICOS,2151,44950,Guadalajara,JARDINES DE LA CRUZ REYES CATOLICOS 2151 44950 Guadalajara,20.6486223,-103.3785285
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,VILLA FONTANA DIAMANTE ARENISCA 1896 45200 zapopan,20.7769516,-103.4712628
VIRREYES RESIDENCIAL,AV NACIONES UNI,6904,45110,zapopan,VIRREYES RESIDENCIAL AV NACIONES UNI 6904 45110 zapopan,20.6956146,-103.4430714
VIGIA I,HERRADURA,242,45140,zapopan,VIGIA I HERRADURA 242 45140 zapopan,20.7327359,-103.3937991
RESID LAS ARBOLEDAS,AURORA BOREAL N,4170,45070,zapopan,RESID LAS ARBOLEDAS AURORA BOREAL N 4170 45070 zapopan,20.6282613,-103.4283633
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,MIGUEL HIDALGO 15 DE SEPTIEMBR 3017 45186 zapopan,20.7459284,-103.3486213
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,HDA SAN ISIDRO EJIDO 570 45147 zapopan,20.7311616,-103.398173
REAL DE TESISTAN,PRIVADA EMILIAN,28,45200,zapopan,REAL DE TESISTAN PRIVADA EMILIAN 28 45200 zapopan,20.7985849,-103.4734126
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,FRACC CUSPIDE CAMINO AL POTRE 1200 45200 zapopan,20.8038746,-103.4967173
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,SAN RAFAEL CARLOS GONZALEZ 280 44810 Guadalajara,20.6570889,-103.2966814
ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,ECHEVERRIA JOSE ROJO 958 44970 Guadalajara,20.6222964,-103.3610115
LA PALMITA,MANUEL GONZALEZ,518,45180,zapopan,LA PALMITA MANUEL GONZALEZ 518 45180 zapopan,20.7299998,-103.3587965
LA FLORIDA,FLORAL,15,45234,zapopan,LA FLORIDA FLORAL 15 45234 zapopan,20.597604,-103.4244467
VICENTE GUERRERO,C CEDROS,15,45134,zapopan,VICENTE GUERRERO C CEDROS 15 45134 zapopan,20.76045,-103.4237244
LOMAS DL PARAISO 1,RAFAEL CARDENAS,290,44250,Guadalajara,LOMAS DL PARAISO 1 RAFAEL CARDENAS 290 44250 Guadalajara,20.7248011,-103.3191934
NUEVO MEXICO,COPALITA,2711,45138,zapopan,NUEVO MEXICO COPALITA 2711 45138 zapopan,20.7552947,-103.4358244
ARENALES TAPATIOS,DIAMANTE,114,45066,zapopan,ARENALES TAPATIOS DIAMANTE 114 45066 zapopan,20.6340268,-103.4564321
LA CAMPESINA,JOSE MARIA SARM,1488,44769,Guadalajara,LA CAMPESINA JOSE MARIA SARM 1488 44769 Guadalajara,20.6823112,-103.2686349
MORELOS,CISNE,1332,44910,Guadalajara,MORELOS CISNE 1332 44910 Guadalajara,20.6517869,-103.3572848
FRACC REAL DEL BOSQUE,BERROCAL,449,45130,zapopan,FRACC REAL DEL BOSQUE BERROCAL 449 45130 zapopan,20.7521489,-103.3924863
JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,JARDINES DE LOS POET JOSE FERNANDEZ 3365 44820 Guadalajara,20.6488613,-103.2930375
ZALATE II,OTILIO GONZALEZ,1116,44760,Guadalajara,ZALATE II OTILIO GONZALEZ 1116 44760 Guadalajara,20.6793445,-103.2748488
HUENTITAN EL BAJO,VOLCAN FUJIYAMA,4413,44250,Guadalajara,HUENTITAN EL BAJO VOLCAN FUJIYAMA 4413 44250 Guadalajara,20.7390409,-103.3189799
LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,LADRON DE GUEVARA AVENIDA MEXICO 2582 44600 Guadalajara,20.6800329,-103.3822859
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,FRACC REAL DEL BOSQUE CALLE CAMPO REA 371 45130 zapopan,20.7521489,-103.3924863
LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,LOMAS DE RIO VERDE DEMOSTENES 3550 44720 Guadalajara,20.6993366,-103.2814995
JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,zapopan,JARDINES DEL VERGEL JARDIN DE NARDO 1527 45180 zapopan,20.7536599,-103.3710032
EL HUMEDO,RIO ACAPONETA,2,45200,zapopan,EL HUMEDO RIO ACAPONETA 2 45200 zapopan,20.7949631,-103.4922431
EL ARENAL,PROLONGACION SA,43,45350,zapopan,EL ARENAL PROLONGACION SA 43 45350 zapopan,20.775698,-103.6951543
OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA GAV 3208 44700 Guadalajara,20.7023208,-103.2829192
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,RESIDENCIAL TESISTAN PARQUE MEXICANO 150 45200 zapopan,20.7990055,-103.4673951
EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,zapopan,EJIDAL LOMA BONITA PEDRO MORENO 3205 45085 zapopan,20.6306388,-103.4035
EL FORTIN,ALAMO,1359,45066,zapopan,EL FORTIN ALAMO 1359 45066 zapopan,20.6283228,-103.4699635
AYUNTAMIENTO,BERNARDO DE BAL,1170,44620,Guadalajara,AYUNTAMIENTO BERNARDO DE BAL 1170 44620 Guadalajara,20.698509,-103.3666709
GARIBAY,DAMASCO,785,44750,Guadalajara,GARIBAY DAMASCO 785 44750 Guadalajara,20.6736568,-103.295105
ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,ELECTRICISTAS RAMOS ARIZPE 451 44810 Guadalajara,20.6549543,-103.2980962
LOMAS DE MIRAMAR,PUERTO TAMPICO,80,45060,zapopan,LOMAS DE MIRAMAR PUERTO TAMPICO 80 45060 zapopan,20.6401759,-103.4491199
RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,RANCHO NUEVO DOMINGO RAMIRE 1150 44240 Guadalajara,20.7209179,-103.331296
EL CARMEN,FRANCISCO MARCO,2616,44980,Guadalajara,EL CARMEN FRANCISCO MARCO 2616 44980 Guadalajara,20.6178521,-103.3803903
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA PUR 2415 44700 Guadalajara,20.6958496,-103.2980962
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,TETLAN JOSE RAMOS 4342 44820 Guadalajara,20.6607945,-103.2718488
MEZQUITAN COUNTRY,DIAGONAL NAJERA,1876,44260,Guadalajara,MEZQUITAN COUNTRY DIAGONAL NAJERA 1876 44260 Guadalajara,20.6923623,-103.3656108
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,U H EL SAUZ INF JAIME TORRES B 3090 44987 Guadalajara,20.6286263,-103.3919446
LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,LOS ALMENDROS ANTONIO GARCIA 3912 44240 Guadalajara,20.7147126,-103.3291866
MARAVILLA,MESA DEL NORTE,1272,44700,Guadalajara,MARAVILLA MESA DEL NORTE 1272 44700 Guadalajara,20.6995569,-103.304327
SAN JUAN DE OCOTAN,MIGUEL MIRAMON,13,45019,zapopan,SAN JUAN DE OCOTAN MIGUEL MIRAMON 13 45019 zapopan,20.7069491,-103.4540669
JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,JARDINES DEL NILO MANUEL RIVERA C 2818 44860 Guadalajara,20.6492259,-103.287272
BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,BEATRIZ HERNANDEZ MARGARITA GUTIE 3497 44760 Guadalajara,20.6814629,-103.2848051
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,BLANCO Y CUELLAR EMILIO RABAZA 2132 44730 Guadalajara,20.6795279,-103.3046447
MIRAVALLE,MAURICIO CAMPOS,512,44990,Guadalajara,MIRAVALLE MAURICIO CAMPOS 512 44990 Guadalajara,20.6095034,-103.3469693
DIVISION DEL NORTE,SILVINA REMBOA,3050,44230,Guadalajara,DIVISION DEL NORTE SILVINA REMBOA 3050 44230 Guadalajara,20.7238915,-103.3364848
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,BOSQUES D LA CANTERA PRIV OPALO 17 44306 Guadalajara,20.7157293,-103.3146951
VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,zapopan,VILLAS SAN IGNACIO PABLO QUIROGA 215 45180 zapopan,20.724594,-103.3668962
REAL DE VALDEPE?S,ALAMBIQUE,51,45130,zapopan,REAL DE VALDEPE?S ALAMBIQUE 51 45130 zapopan,20.7561115,-103.4015168
MESA COLORADA PTE,ANAHUAC,52,45189,zapopan,MESA COLORADA PTE ANAHUAC 52 45189 zapopan,20.7758971,-103.3514666
TETLAN,AURELIA GUEVARA,3518,44820,Guadalajara,TETLAN AURELIA GUEVARA 3518 44820 Guadalajara,20.6554278,-103.2889519
HELIODORO HERNANDEZ,CELIA PACHECO,3713,44720,Guadalajara,HELIODORO HERNANDEZ CELIA PACHECO 3713 44720 Guadalajara,20.6963895,-103.2787599
MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,MIRAVALLE JOSE JARAMILLO 526 44990 Guadalajara,20.6155611,-103.3527505
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,1RO DE MAYO 1A SECCI CARLOS A CARRIL 527 44970 Guadalajara,20.6225824,-103.3572848
DIVISION DEL NORTE,BENEDICTO LOPEZ,399,44230,Guadalajara,DIVISION DEL NORTE BENEDICTO LOPEZ 399 44230 Guadalajara,20.7233681,-103.3372547
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,SAN JUAN BOSCO FELIX BERNARDEL 428 44730 Guadalajara,20.6792166,-103.3146951
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,BOSQUES D LA CANTERA PRIV OPALO 17 44306 Guadalajara,20.7157293,-103.3146951
VALLE DE LOS MOLINOS,BERNA,75,45200,zapopan,VALLE DE LOS MOLINOS BERNA 75 45200 zapopan,20.8557347,-103.4231866
FRACC PALERMO,MARINA,204,45200,zapopan,FRACC PALERMO MARINA 204 45200 zapopan,20.8167636,-103.4619374
COPALITA,AV AMARANTO,175,45200,zapopan,COPALITA AV AMARANTO 175 45200 zapopan,20.8101768,-103.4544621
LOMAS DL VALLE VI UN,CANCER,3992,45129,zapopan,LOMAS DL VALLE VI UN CANCER 3992 45129 zapopan,20.6888135,-103.406389
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,POLANQUITO MIGUEL MACIAS 3653 44969 Guadalajara,20.6177446,-103.3724473
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,EL ZAPOTE TEZOZOMOC 4357 45050 zapopan,20.6546308,-103.415381
AGRICOLA,OBELISCO,138,45236,zapopan,AGRICOLA OBELISCO 138 45236 zapopan,20.6193793,-103.4352826
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,VALLARTA SAN JORGE EUCLIDES 3302 44690 Guadalajara,20.6755195,-103.3988528
SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,SANTA ELENA ASTURIAS 1581 44230 Guadalajara,20.714497,-103.3376018
MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,MARAVILLA HACIENDA DE GUA 1124 44700 Guadalajara,20.7015623,-103.3068101
VILLAS DE GADALUPE,AV PATRIA,4177,44720,Guadalajara,VILLAS DE GADALUPE AV PATRIA 4177 44720 Guadalajara,20.6895609,-103.2851073
TETLAN,GIGANTES,108,44820,Guadalajara,TETLAN GIGANTES 108 44820 Guadalajara,20.6620349,-103.2728412
UNIDAD JARDINES SEAT,JARDINES DE LOS,1233,45180,zapopan,UNIDAD JARDINES SEAT JARDINES DE LOS 1233 45180 zapopan,20.7361467,-103.3527111
JARDINES DEL COUNTRY,ENRIQUE DIAZ DE,2336,44210,Guadalajara,JARDINES DEL COUNTRY ENRIQUE DIAZ DE 2336 44210 Guadalajara,20.7070511,-103.3601728
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,LA AURORA JARDINES DE BAB 20 44790 Guadalajara,20.6615108,-103.2837726
HELIODORO HERNANDEZ,MIGUEL SANCHEZ,3789,44720,Guadalajara,HELIODORO HERNANDEZ MIGUEL SANCHEZ 3789 44720 Guadalajara,20.6948636,-103.2781313
LA FLORESTA DEL COLLI,BOULEVARD PUERT,5430,45116,zapopan,LA FLORESTA DEL COLLI BOULEVARD PUERT 5430 45116 zapopan,20.6467406,-103.4677957
LA MARTINICA,PASEO DE LOS AL,79,45185,zapopan,LA MARTINICA PASEO DE LOS AL 79 45185 zapopan,20.7452389,-103.3666709
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,MIRAMAR BAHIA MAGDALENA 5 45060 zapopan,20.6407578,-103.4490409
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,CONDOMINIO MALAGA AV CENTRAL 1351 45117 zapopan,20.6927846,-103.432489
FRACC CUSPIDE,SAN MATEO 1155,27,45200,zapopan,FRACC CUSPIDE SAN MATEO 1155 27 45200 zapopan,20.7943709,-103.4676263
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,SANTA MARIA SAN MATEO 1407 44350 Guadalajara,20.687991,-103.315718
MARAVILLA,SANTA JULIA,1334,44700,Guadalajara,MARAVILLA SANTA JULIA 1334 44700 Guadalajara,20.6971899,-103.3050758
PASEOS DEL SOL,TOMAS BALCAZAR,5404,45079,zapopan,PASEOS DEL SOL TOMAS BALCAZAR 5404 45079 zapopan,20.6371278,-103.4270208
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,MIRAVALLE II HERMENEGILDO BU 4308 44990 Guadalajara,20.6171935,-103.3515091
FEDERALISMO,MONTE HIMALAYA,1416,44350,Guadalajara,FEDERALISMO MONTE HIMALAYA 1416 44350 Guadalajara,20.6915679,-103.3171196
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,OBLATOS PONIENTE HDA LAS CRUCES 2158 44700 Guadalajara,20.693503,-103.2990589
TIERRA RESIDENCIAL,SAN MATEO,2010,45200,zapopan,TIERRA RESIDENCIAL SAN MATEO 2010 45200 zapopan,20.8028183,-103.4708175
TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,TRANSITO AV CIRCUNVALANC 479 44298 Guadalajara,20.7007339,-103.338378
OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,OBLATOS PONIENTE HACIENDA DE LAS 2299 44700 Guadalajara,20.6958496,-103.2980962
HOGARES GUADALAJARA,CIRCUNVALACION,258,44340,Guadalajara,HOGARES GUADALAJARA CIRCUNVALACION 258 44340 Guadalajara,20.689097,-103.3284089
EL COLLY URBANO I,VOLCAN VESUBIO,2321,45070,zapopan,EL COLLY URBANO I VOLCAN VESUBIO 2321 45070 zapopan,20.6413488,-103.4276284
FRACC HACIENDA LAS PALOMAS,CALLE DEL AGUA,365,45200,zapopan,FRACC HACIENDA LAS PALOMAS CALLE DEL AGUA 365 45200 zapopan,20.8057349,-103.471439
ALTAMIRA,AV AMERICA,580,45160,zapopan,ALTAMIRA AV AMERICA 580 45160 zapopan,20.7122558,-103.3821956
REAL DE VALDEPE?S,CALLE G 1470 TO,1470,45130,zapopan,REAL DE VALDEPE?S CALLE G 1470 TO 1470 45130 zapopan,20.749249,-103.3991666
LA ESTRADA,HIDALAGO,6,45200,zapopan,LA ESTRADA HIDALAGO 6 45200 zapopan,20.7992474,-103.4773028
LADRON DE GUEVARA,AVENIDA AMERICA,620,44600,Guadalajara,LADRON DE GUEVARA AVENIDA AMERICA 620 44600 Guadalajara,20.6823254,-103.3775019
ARENALES TAPATIOS,CROMITA,69,45066,zapopan,ARENALES TAPATIOS CROMITA 69 45066 zapopan,20.6333153,-103.4591793
SAN ANDRES,AVELINO M PRESA,3335,44810,Guadalajara,SAN ANDRES AVELINO M PRESA 3335 44810 Guadalajara,20.6611419,-103.2904612
SAN ISIDRO EJIDAL,NUEVO MEXICO,250,45147,zapopan,SAN ISIDRO EJIDAL NUEVO MEXICO 250 45147 zapopan,20.7266188,-103.3981284
BALCONES DE OBLATOS,HACIENDA DEL CA,2275,44720,Guadalajara,BALCONES DE OBLATOS HACIENDA DEL CA 2275 44720 Guadalajara,20.7051122,-103.2949895
VALLE REAL,AV RAMON CORONA,2748,45019,zapopan,VALLE REAL AV RAMON CORONA 2748 45019 zapopan,20.7328089,-103.4599375
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,INDEPENDENCIA PTE ROGELIO BACON 1676 44290 Guadalajara,20.7036935,-103.3333151
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,HERMOSA PROVIN ZO TE ARQUIMIDES 630 44770 Guadalajara,20.6713596,-103.2843857
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,LOMAS DEL PARADERO LUIS QUINTANAR 746 44840 Guadalajara,20.6501203,-103.3200361
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,BEATRIZ HERNANDEZ GAZA 1333 44760 Guadalajara,20.6810198,-103.2866783
VALLARTA SAN JORGE,TUCIDIDES,156,44690,Guadalajara,VALLARTA SAN JORGE TUCIDIDES 156 44690 Guadalajara,20.6755195,-103.3988528
EL BRISE#O,CONSTELACION,7,45236,zapopan,EL BRISE#O CONSTELACION 7 45236 zapopan,20.622299,-103.4352826
ARTESANOS,INDEPENDENCIA,919,44200,Guadalajara,ARTESANOS INDEPENDENCIA 919 44200 Guadalajara,20.6868335,-103.3572848
UNIDAD MEXICO,CDA QUERETARO,278,45120,zapopan,UNIDAD MEXICO CDA QUERETARO 278 45120 zapopan,20.6719563,-103.416501
CANTEROS,PRIVADA CANTERO,1564,45190,zapopan,CANTEROS PRIVADA CANTERO 1564 45190 zapopan,20.7209881,-103.3500652
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,CIUDAD GRANJA CALZ DE LOS LA 164 45010 zapopan,20.6782083,-103.4482868
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,JARDINES D NVO MEXIC SEGUNDA NORTE 5699 45138 zapopan,20.7692654,-103.4473724
OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,OBREROS D L CONSTRUC ABEDUL 274 44900 Guadalajara,20.6546669,-103.364757
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,PENAL PEDRO CELESTINO 482 44730 Guadalajara,20.6731521,-103.3081996
VISTA HERMOSA,AV VISTA HERMO,3763,45189,zapopan,VISTA HERMOSA AV VISTA HERMO 3763 45189 zapopan,20.7617597,-103.3348175
PRADOS TEPEYAC,PRADO DE LAS GA,4468,45050,zapopan,PRADOS TEPEYAC PRADO DE LAS GA 4468 45050 zapopan,20.6569105,-103.4128895
SAN MARCOS,CANTERA,819,44330,Guadalajara,SAN MARCOS CANTERA 819 44330 Guadalajara,20.698316,-103.3132516
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,LADRON DE GUEVARA FRAY LUIS DE PA 443 44600 Guadalajara,20.6769383,-103.3717253
U H LAZARO CARDENAS,OTHON BLANCO CA,4087,44490,Guadalajara,U H LAZARO CARDENAS OTHON BLANCO CA 4087 44490 Guadalajara,20.6751707,-103.3473385
FRACC LOS PINOS,AV COMPOSITORE,3850,45120,zapopan,FRACC LOS PINOS AV COMPOSITORE 3850 45120 zapopan,20.6047829,-103.4350399
VALENTIN GOMEZ FARIA,CANUTO ELIAS,3414,44977,Guadalajara,VALENTIN GOMEZ FARIA CANUTO ELIAS 3414 44977 Guadalajara,20.6191343,-103.3630249
