colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
CIUDAD GRANJA,CALZ DE LOS LA,164,45010,zapopan,CIUDAD GRANJA CALZ DE LOS LA 164 45010 zapopan,20.6782083,-103.4482868
MIRAVALLE,JOSE JARAMILLO,526,44990,Guadalajara,MIRAVALLE JOSE JARAMILLO 526 44990 Guadalajara,20.6155611,-103.3527505
ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,ECHEVERRIA JOSE ARTEAGA 2985 44970 Guadalajara,20.6256839,-103.3666996
HUENTITAN EL BAJO,VOLCAN VIRGEN,182,44250,Guadalajara,HUENTITAN EL BAJO VOLCAN VIRGEN 182 44250 Guadalajara,20.7305287,-103.3169957
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,PASEOS DEL BRISE#O PASEOS DE LOS I 1 45236 zapopan,20.7408232,-103.3687889
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,LA ESPERANZA IGUALDAD 186 44300 Guadalajara,20.7124734,-103.309643
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,PARQUES DE ZAPOPAN OPALO 14 45138 zapopan,20.747504,-103.4189965
LADRON DE GUEVARA,AVENIDA AMERICA,620,44600,Guadalajara,LADRON DE GUEVARA AVENIDA AMERICA 620 44600 Guadalajara,20.6823254,-103.3775019
RINCONADA DEL BOSQUE,AV ECONOMOS,6951,44510,Guadalajara,RINCONADA DEL BOSQUE AV ECONOMOS 6951 44510 Guadalajara,20.6635442,-103.448633
SAN RAFAEL,CARLOS GONZALEZ,280,44810,Guadalajara,SAN RAFAEL CARLOS GONZALEZ 280 44810 Guadalajara,20.6570889,-103.2966814
CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,zapopan,CONJ LOMAS ALTAS PASEO DEL ARCO 4098 45128 zapopan,20.6848788,-103.4100003
BLANCO Y CUELLAR,EMILIO RABAZA,2132,44730,Guadalajara,BLANCO Y CUELLAR EMILIO RABAZA 2132 44730 Guadalajara,20.6795279,-103.3046447
EL FORTIN,ALAMO,1359,45066,zapopan,EL FORTIN ALAMO 1359 45066 zapopan,20.6283228,-103.4699635
PROGRESO,FRANCISCO SARAB,235,44730,Guadalajara,PROGRESO FRANCISCO SARAB 235 44730 Guadalajara,20.6751707,-103.3473385
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,SANTA FE EMILIANO ZAPATA 574 45168 zapopan,20.7154469,-103.3926668
EL BATAN,ALCALDE,288,45190,zapopan,EL BATAN ALCALDE 288 45190 zapopan,20.7221151,-103.3450117
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,RESIDENCIAL GUADALUP MISION SAN PATR 350 45030 zapopan,20.6552033,-103.4345602
PARAISOS DEL COLLY,GALEANA,1068,45069,zapopan,PARAISOS DEL COLLY GALEANA 1068 45069 zapopan,20.6508689,-103.4549679
LA FLORESTA DEL COLLI,BOULEVARD PUERT,26,45116,zapopan,LA FLORESTA DEL COLLI BOULEVARD PUERT 26 45116 zapopan,20.6467406,-103.4677957
BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,BOSQUES D L VICTORIA PENINSULA 2713 44540 Guadalajara,20.6463741,-103.3890559
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,JARDINES D NVO MEXIC SEGUNDA NORTE 5699 45138 zapopan,20.7692654,-103.4473724
EL HUMEDO,RIO ACAPONETA,2,45200,zapopan,EL HUMEDO RIO ACAPONETA 2 45200 zapopan,20.7949631,-103.4922431
HOGARES D NVO MEXICO,AV AVIACION,36,45138,zapopan,HOGARES D NVO MEXICO AV AVIACION 36 45138 zapopan,20.7076321,-103.458423
EL CENTINELA 2,HIDALGO,310,45187,zapopan,EL CENTINELA 2 HIDALGO 310 45187 zapopan,20.7588184,-103.3796682
LA AURORA,SALVADOR LOPEZ,1750,44790,Guadalajara,LA AURORA SALVADOR LOPEZ 1750 44790 Guadalajara,20.665741,-103.29088
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,RESIDENC LA ESTANCIA WOLFANG AMADEUS 5552 45030 zapopan,20.6733758,-103.4280012
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,ZONA INDUSTRIAL SUR CALLE 16 2526 44940 Guadalajara,20.6293229,-103.3551189
MESA COLORADA PTE,DELLI,1825,45189,zapopan,MESA COLORADA PTE DELLI 1825 45189 zapopan,20.7705003,-103.3479558
SAN CARLOS,LOS ANGELES,171,44460,Guadalajara,SAN CARLOS LOS ANGELES 171 44460 Guadalajara,20.6751707,-103.3473385
BARRIO ANALCO,ABASOLO,147,44450,Guadalajara,BARRIO ANALCO ABASOLO 147 44450 Guadalajara,20.6696675,-103.3354279
VIRREYES RESIDENCIAL,AV NACIONES UNI,6904,45110,zapopan,VIRREYES RESIDENCIAL AV NACIONES UNI 6904 45110 zapopan,20.6956146,-103.4430714
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,LA AURORA JARDINES DE BAB 20 44790 Guadalajara,20.6615108,-103.2837726
ARENALES TAPATIOS,AV GUADALUPE,132,45066,zapopan,ARENALES TAPATIOS AV GUADALUPE 132 45066 zapopan,20.6667157,-103.3938876
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,LOMAS DEL PARADERO LUIS QUINTANAR 746 44840 Guadalajara,20.6501203,-103.3200361
BALCONES DE OBLATOS,HACIENDA DEL CA,2275,44720,Guadalajara,BALCONES DE OBLATOS HACIENDA DEL CA 2275 44720 Guadalajara,20.7051122,-103.2949895
FRACC JARDINES DE BELEN,TORONJA,41,45200,zapopan,FRACC JARDINES DE BELEN TORONJA 41 45200 zapopan,20.8127107,-103.482546
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,OBLATOS PONIENTE HACIENDA DE TAL 2191 44700 Guadalajara,20.6958496,-103.2980962
REAL DE VALDEPE?S,ALAMBIQUE,51,45130,zapopan,REAL DE VALDEPE?S ALAMBIQUE 51 45130 zapopan,20.7561115,-103.4015168
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,INF LA TUZANIA AV DE LAS PALME 1246 45138 zapopan,20.7344059,-103.4157484
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,MIRAMAR BAHIA MAGDALENA 5 45060 zapopan,20.6407578,-103.4490409
VALLE REAL,PASEO SAN ARTUR,685,45019,zapopan,VALLE REAL PASEO SAN ARTUR 685 45019 zapopan,20.724178,-103.4464948
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,LA HACIENDITA SAN MARTIN 2341 45230 zapopan,20.6147624,-103.4475643
MESA DE LOS OCOTES,BETABEL,23,45189,zapopan,MESA DE LOS OCOTES BETABEL 23 45189 zapopan,20.7632265,-103.3515091
VIGIA I,DEL CORRAL,604,45140,zapopan,VIGIA I DEL CORRAL 604 45140 zapopan,20.7316505,-103.3952503
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,TETLAN JOSE RAMOS 4342 44820 Guadalajara,20.6607945,-103.2718488
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,INDEPENDENCIA ROGELIO BACON 2280 44290 Guadalajara,20.7113239,-103.3320885
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,VILLAS SAN IGNACIO PRIV LUIS G MON 337 45180 zapopan,20.7346756,-103.3710032
EL MIRADOR,EMILIANO ZAPATA,780,44370,Guadalajara,EL MIRADOR EMILIANO ZAPATA 780 44370 Guadalajara,20.6820247,-103.3161386
LOMAS DEL REFUGIO,AGUA PRIETA,111,45186,zapopan,LOMAS DEL REFUGIO AGUA PRIETA 111 45186 zapopan,20.7411317,-103.3355912
REAL DE VALDEPE?S,RINCONADA DEL C,1327,45130,zapopan,REAL DE VALDEPE?S RINCONADA DEL C 1327 45130 zapopan,20.756436,-103.400611
GARIBAY,DAMASCO,785,44750,Guadalajara,GARIBAY DAMASCO 785 44750 Guadalajara,20.6736568,-103.295105
VALENTIN GOMEZ FARIA,JUAN DE DIOS CO,12,44977,Guadalajara,VALENTIN GOMEZ FARIA JUAN DE DIOS CO 12 44977 Guadalajara,20.6184232,-103.3637828
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,HIGUERILLAS MARIANO RODRIGU 2669 44470 Guadalajara,20.6327983,-103.3489234
LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,LADRON DE GUEVARA AVENIDA MEXICO 2582 44600 Guadalajara,20.6800329,-103.3822859
BEATRIZ HERNANDEZ,GAZA,1333,44760,Guadalajara,BEATRIZ HERNANDEZ GAZA 1333 44760 Guadalajara,20.6810198,-103.2866783
ALTAMIRA,AV AMERICA,580,45160,zapopan,ALTAMIRA AV AMERICA 580 45160 zapopan,20.7122558,-103.3821956
SANTA ANA TEPETITLAN,HIDALGO,35,45230,zapopan,SANTA ANA TEPETITLAN HIDALGO 35 45230 zapopan,20.6208879,-103.4560404
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,MIRAVALLE II HERMENEGILDO BU 4308 44990 Guadalajara,20.6171935,-103.3515091
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,EL BATAN ANDADOR AGUA AZ 44 45190 zapopan,20.7221877,-103.3438725
JARDINES DE STA ISAB,STA MARTHA,3165,44300,Guadalajara,JARDINES DE STA ISAB STA MARTHA 3165 44300 Guadalajara,20.7147766,-103.3136012
TETLAN,AURELIA GUEVARA,3518,44820,Guadalajara,TETLAN AURELIA GUEVARA 3518 44820 Guadalajara,20.6554278,-103.2889519
ARENALES TAPATIOS,DIAMANTE,114,45066,zapopan,ARENALES TAPATIOS DIAMANTE 114 45066 zapopan,20.6340268,-103.4564321
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA PUR 2415 44700 Guadalajara,20.6958496,-103.2980962
ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,ELECTRICISTAS RAMOS ARIZPE 451 44810 Guadalajara,20.6549543,-103.2980962
EL MANANTIAL S REFOR,AVDE LA PATRIA,202,44470,Guadalajara,EL MANANTIAL S REFOR AVDE LA PATRIA 202 44470 Guadalajara,20.6209342,-103.3499186
OBLATOS PONIENTE,JUAN PABLO II,3165,44700,Guadalajara,OBLATOS PONIENTE JUAN PABLO II 3165 44700 Guadalajara,20.6958496,-103.2980962
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,EL ZAPOTE TEZOZOMOC 4357 45050 zapopan,20.6546308,-103.415381
REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,zapopan,REAL QUINTAS DEL VALLE CIRCUITO REAL S 0 45138 zapopan,20.7531957,-103.4360243
LOMAS DE MIRAMAR,PUERTO CHAMELA,314,45060,zapopan,LOMAS DE MIRAMAR PUERTO CHAMELA 314 45060 zapopan,20.6379988,-103.4611916
NUEVO MEXICO,2024-01-06 00:00:00,3239,45138,zapopan,NUEVO MEXICO 45297 3239 45138 zapopan,20.7690198,-103.4539176
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,TABACHINES PASEO DE LOS CH 3040 45188 zapopan,20.7408232,-103.3687889
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,OBLATOS PONIENTE HDA LAS CRUCES 2158 44700 Guadalajara,20.693503,-103.2990589
LA MARTINICA,PASEO DE LOS AL,79,45185,zapopan,LA MARTINICA PASEO DE LOS AL 79 45185 zapopan,20.7452389,-103.3666709
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,ARANDAS HACIENDA DEL CO 3363 44720 Guadalajara,20.6915829,-103.287272
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,EL ARENAL CUAUHTEMOC 132 45350 zapopan,20.6719563,-103.416501
VILLA FONTANA DIAMANTE,ARENISCA,1896,45200,zapopan,VILLA FONTANA DIAMANTE ARENISCA 1896 45200 zapopan,20.7769516,-103.4712628
VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,VILLA VICENTE GUERRE ISLA USTICA 3318 44860 Guadalajara,20.6751707,-103.3473385
PARQUE INDUST EL ALA,FUNDICION,2131,44490,Guadalajara,PARQUE INDUST EL ALA FUNDICION 2131 44490 Guadalajara,20.6255231,-103.3340945
LOMAS DL PARAISO 1,RAFAEL CARDENAS,290,44250,Guadalajara,LOMAS DL PARAISO 1 RAFAEL CARDENAS 290 44250 Guadalajara,20.7248011,-103.3191934
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,CIUDAD DEL SOL QUETZALCOATL 232 45050 zapopan,20.6494332,-103.4073144
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,MIGUEL HIDALGO 15 DE SEPTIEMBR 3017 45186 zapopan,20.7459284,-103.3486213
MEZQUITAN COUNTRY,DIAGONAL NAJERA,1876,44260,Guadalajara,MEZQUITAN COUNTRY DIAGONAL NAJERA 1876 44260 Guadalajara,20.6923623,-103.3656108
FRACC HACIENDA LAS PALOMAS,CALLE DEL AGUA,365,45200,zapopan,FRACC HACIENDA LAS PALOMAS CALLE DEL AGUA 365 45200 zapopan,20.8057349,-103.471439
SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,SANTA ELENA ASTURIAS 1581 44230 Guadalajara,20.714497,-103.3376018
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,VILLA FONTANA DIAMANTE FUENTE GRAFITO 8884 45200 zapopan,20.7797176,-103.4751321
ALTAMIRA,AV AMERICA,580,45160,zapopan,ALTAMIRA AV AMERICA 580 45160 zapopan,20.7122558,-103.3821956
JARDINES DEL COUNTRY,ENRIQUE DIAZ DE,2336,44210,Guadalajara,JARDINES DEL COUNTRY ENRIQUE DIAZ DE 2336 44210 Guadalajara,20.7070511,-103.3601728
VILLAS DE GADALUPE,AV PATRIA,4177,44720,Guadalajara,VILLAS DE GADALUPE AV PATRIA 4177 44720 Guadalajara,20.6895609,-103.2851073
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,GENERAL REAL PENSADOR MEXICA 1070 44400 Guadalajara,20.665244,-103.3312763
SAN ANDRES,GOMEZ FARIAS,2319,44810,Guadalajara,SAN ANDRES GOMEZ FARIAS 2319 44810 Guadalajara,20.6625598,-103.3068097
AMERICANA,COLONIAS,221,44160,Guadalajara,AMERICANA COLONIAS 221 44160 Guadalajara,20.6717775,-103.3630608
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,BALCONES DE OBLATOS ROSA RODRIGUEZ 3876 44720 Guadalajara,20.6869758,-103.2901584
CIRCUNVAL VALLARTA,REFORMA,2749,44680,Guadalajara,CIRCUNVAL VALLARTA REFORMA 2749 44680 Guadalajara,20.6809709,-103.3854452
2024-05-05 00:00:00,RAMON MARQUEZ,362,44970,Guadalajara,45417 RAMON MARQUEZ 362 44970 Guadalajara,20.6248572,-103.3530714
NUEVO MEXICO,COPALITA,2711,45138,zapopan,NUEVO MEXICO COPALITA 2711 45138 zapopan,20.7552947,-103.4358244
BARRANQUITAS,PINO SUAREZ,879,44270,Guadalajara,BARRANQUITAS PINO SUAREZ 879 44270 Guadalajara,20.6751707,-103.3473385
FRACC LOS PINOS,AV COMPOSITORE,3850,45120,zapopan,FRACC LOS PINOS AV COMPOSITORE 3850 45120 zapopan,20.6047829,-103.4350399
BENITO JUAREZ,ADOLFO LOPEZ MA,4754,45199,zapopan,BENITO JUAREZ ADOLFO LOPEZ MA 4754 45199 zapopan,20.7313122,-103.3385042
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,LAS AGUILAS RIO TOMATLAN 800 45080 zapopan,20.6259866,-103.4079802
BUGAMBILIAS,PASEO DE LA VIC,4952,45238,zapopan,BUGAMBILIAS PASEO DE LA VIC 4952 45238 zapopan,20.6024902,-103.4469054
JARDINES DE LA CRUZ,ISLA MADAGASCAR,3111,44950,Guadalajara,JARDINES DE LA CRUZ ISLA MADAGASCAR 3111 44950 Guadalajara,20.6386379,-103.3861274
EJIDAL LOMA BONITA,PEDRO MORENO,3308,45085,zapopan,EJIDAL LOMA BONITA PEDRO MORENO 3308 45085 zapopan,20.6306388,-103.4035
RNDA DE PAZ,ALBANILES,543,44860,Guadalajara,RNDA DE PAZ ALBANILES 543 44860 Guadalajara,20.6480574,-103.3077865
FRACC MIRADOR D SN I,AV INDUSTRIA TE,2030,45133,zapopan,FRACC MIRADOR D SN I AV INDUSTRIA TE 2030 45133 zapopan,20.758156,-103.3867654
EL COLLY URBANO I,MELCHOR OCAMPO,1233,45070,zapopan,EL COLLY URBANO I MELCHOR OCAMPO 1233 45070 zapopan,20.6431926,-103.4295033
HELIODORO HERNANDEZ,CELIA PACHECO,3713,44720,Guadalajara,HELIODORO HERNANDEZ CELIA PACHECO 3713 44720 Guadalajara,20.6963895,-103.2787599
EL BRISE#O,CONSTELACION,7,45236,zapopan,EL BRISE#O CONSTELACION 7 45236 zapopan,20.622299,-103.4352826
2024-12-12 00:00:00,TRUENO,260,45068,zapopan,45638 TRUENO 260 45068 zapopan,20.6488854,-103.4591247
VISTA HERMOSA,AV VISTA HERMO,3763,45189,zapopan,VISTA HERMOSA AV VISTA HERMO 3763 45189 zapopan,20.7617597,-103.3348175
LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,LOS ALMENDROS ANTONIO GARCIA 3912 44240 Guadalajara,20.7147126,-103.3291866
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,HERMOSA PROVIN ZO TE ARQUIMIDES 630 44770 Guadalajara,20.6713596,-103.2843857
FRACC REAL DEL BOSQUE,CALLE CAMPO REA,371,45130,zapopan,FRACC REAL DEL BOSQUE CALLE CAMPO REA 371 45130 zapopan,20.7521489,-103.3924863
LAGOS D OTE ZONA TET,LICURGO,336,44770,Guadalajara,LAGOS D OTE ZONA TET LICURGO 336 44770 Guadalajara,20.6751707,-103.3473385
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,POLANQUITO MIGUEL MACIAS 3653 44969 Guadalajara,20.6177446,-103.3724473
