colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
EL BRISE?,PASEO DE LA MAT,200,45236,zapopan,EL BRISE? PASEO DE LA MAT 200 45236 zapopan,20.6193793,-103.4352826
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,GENERAL REAL PENSADOR MEXICA 1070 44400 Guadalajara,20.665244,-103.3312763
OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,OBREROS D L CONSTRUC ABEDUL 274 44900 Guadalajara,20.6546669,-103.364757
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,VILLA FONTANA DIAMANTE AV LAS TORRES 1896 45200 zapopan,20.7744077,-103.4756926
CIUDAD DEL SOL,QUETZALCOATL,232,45050,zapopan,CIUDAD DEL SOL QUETZALCOATL 232 45050 zapopan,20.6494332,-103.4073144
AMERICANA,MEXICALLTZINGO,1944,44160,Guadalajara,AMERICANA MEXICALLTZINGO 1944 44160 Guadalajara,20.6685168,-103.3674029
SANTA MARIA,SAN MATEO,1407,44350,Guadalajara,SANTA MARIA SAN MATEO 1407 44350 Guadalajara,20.687991,-103.315718
LOMAS DE POLANCO,RAMON ALCORTA,1597,44960,Guadalajara,LOMAS DE POLANCO RAMON ALCORTA 1597 44960 Guadalajara,20.6305683,-103.3687218
LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,LADRON DE GUEVARA AVENIDA MEXICO 2582 44600 Guadalajara,20.6800329,-103.3822859
VILLA FONTANA DIAMANTE,AV JADE,86,45200,zapopan,VILLA FONTANA DIAMANTE AV JADE 86 45200 zapopan,20.779509,-103.4714865
EL BRISE#O,CONSTELACION,7,45236,zapopan,EL BRISE#O CONSTELACION 7 45236 zapopan,20.622299,-103.4352826
BUGAMBILIAS,PASEO DE LA VIC,4952,45238,zapopan,BUGAMBILIAS PASEO DE LA VIC 4952 45238 zapopan,20.6024902,-103.4469054
LA ESTRADA,HIDALAGO,6,45200,zapopan,LA ESTRADA HIDALAGO 6 45200 zapopan,20.7992474,-103.4773028
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,MIGUEL HIDALGO 15 DE SEPTIEMBR 3017 45186 zapopan,20.7459284,-103.3486213
MARAVILLA,MESA DEL NORTE,1272,44700,Guadalajara,MARAVILLA MESA DEL NORTE 1272 44700 Guadalajara,20.6995569,-103.304327
REAL DE TESISTAN,PRIVADA EMILIAN,28,45200,zapopan,REAL DE TESISTAN PRIVADA EMILIAN 28 45200 zapopan,20.7985849,-103.4734126
ECHEVERRIA,JOSE ROJO,958,44970,Guadalajara,ECHEVERRIA JOSE ROJO 958 44970 Guadalajara,20.6222964,-103.3610115
VILLA DE GUADALUPE II,PABLO HIPOLITO,45,45189,zapopan,VILLA DE GUADALUPE II PABLO HIPOLITO 45 45189 zapopan,20.7578506,-103.3409918
JARDINES DE LA CRUZ,AV ISALA RAZA,2460,44950,Guadalajara,JARDINES DE LA CRUZ AV ISALA RAZA 2460 44950 Guadalajara,20.6349829,-103.3912074
JARDINES DEL VERGEL,JARDIN DE NARDO,1527,45180,zapopan,JARDINES DEL VERGEL JARDIN DE NARDO 1527 45180 zapopan,20.7536599,-103.3710032
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,ARANDAS HACIENDA LA ERR 1877 44720 Guadalajara,20.6886638,-103.2887465
FRACC PALERMO,MARINA,204,45200,zapopan,FRACC PALERMO MARINA 204 45200 zapopan,20.8167636,-103.4619374
INF LA TUZANIA,CAPULINES,40,45138,zapopan,INF LA TUZANIA CAPULINES 40 45138 zapopan,20.7318681,-103.4131707
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,INF LA TUZANIA AV DE LAS PALME 1246 45138 zapopan,20.7344059,-103.4157484
DIVISION DL NTE ZAP,FRANCISCO VILLA,27,45180,zapopan,DIVISION DL NTE ZAP FRANCISCO VILLA 27 45180 zapopan,20.7361467,-103.3527111
LOMAS DE POLANCO,JOSE CARRILLO,3528,44960,Guadalajara,LOMAS DE POLANCO JOSE CARRILLO 3528 44960 Guadalajara,20.6243897,-103.3822922
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,RINCONADA DE HUENTITAN JOSE MARIA CANA 5128 44250 Guadalajara,20.7290954,-103.3211909
PARQUE REVOLUCION,AV MIGUEL HIDAL,469,44100,Guadalajara,PARQUE REVOLUCION AV MIGUEL HIDAL 469 44100 Guadalajara,20.6771079,-103.3492079
FRACC REAL DEL BOSQUE,BERROCAL,449,45130,zapopan,FRACC REAL DEL BOSQUE BERROCAL 449 45130 zapopan,20.7521489,-103.3924863
LA LOMA,LUIS PAEZ BROTC,1574,44410,Guadalajara,LA LOMA LUIS PAEZ BROTC 1574 44410 Guadalajara,20.6608715,-103.3222651
"FRACC, LOS MOLINOS",PLATA,70,45200,zapopan,"FRACC, LOS MOLINOS PLATA 70 45200 zapopan",20.8193378,-103.4428879
PENAL,PEDRO CELESTINO,482,44730,Guadalajara,PENAL PEDRO CELESTINO 482 44730 Guadalajara,20.6731521,-103.3081996
TETLAN,JOSE RAMOS,4342,44820,Guadalajara,TETLAN JOSE RAMOS 4342 44820 Guadalajara,20.6607945,-103.2718488
EJIDAL LOMA BONITA,PEDRO MORENO,3205,45085,zapopan,EJIDAL LOMA BONITA PEDRO MORENO 3205 45085 zapopan,20.6306388,-103.4035
PARQUE INDUST EL ALA,FUNDICION,2131,44490,Guadalajara,PARQUE INDUST EL ALA FUNDICION 2131 44490 Guadalajara,20.6255231,-103.3340945
ECHEVERRIA,JOSE ARTEAGA,2985,44970,Guadalajara,ECHEVERRIA JOSE ARTEAGA 2985 44970 Guadalajara,20.6256839,-103.3666996
FEDERALISMO,MONTE HIMALAYA,1416,44350,Guadalajara,FEDERALISMO MONTE HIMALAYA 1416 44350 Guadalajara,20.6915679,-103.3171196
JARDINES D NVO MEXIC,SEXTA PTE,535,45138,zapopan,JARDINES D NVO MEXIC SEXTA PTE 535 45138 zapopan,20.7672196,-103.4379033
MESA COLORADA PTE,ANAHUAC,52,45189,zapopan,MESA COLORADA PTE ANAHUAC 52 45189 zapopan,20.7758971,-103.3514666
AGRICOLA,DALIA,138,45236,zapopan,AGRICOLA DALIA 138 45236 zapopan,20.6166871,-103.4323929
CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,zapopan,CONJ LOMAS ALTAS PASEO DEL ARCO 4098 45128 zapopan,20.6848788,-103.4100003
U H EL SAUZ INF,JAIME TORRES B,3090,44987,Guadalajara,U H EL SAUZ INF JAIME TORRES B 3090 44987 Guadalajara,20.6286263,-103.3919446
ARENALES TAPATIOS,CROMITA,69,45066,zapopan,ARENALES TAPATIOS CROMITA 69 45066 zapopan,20.6333153,-103.4591793
PARAISOS DEL COLLY,GALEANA,1068,45069,zapopan,PARAISOS DEL COLLY GALEANA 1068 45069 zapopan,20.6508689,-103.4549679
COLINAS DE ATEMAJAC,AV AURELIO ORTE,1176,45170,zapopan,COLINAS DE ATEMAJAC AV AURELIO ORTE 1176 45170 zapopan,20.7208854,-103.3674014
JARDINES DE LA PAZ,TEJEDORES,569,44860,Guadalajara,JARDINES DE LA PAZ TEJEDORES 569 44860 Guadalajara,20.6456144,-103.3027032
INDEPENDENCIA,ROGELIO BACON,2280,44290,Guadalajara,INDEPENDENCIA ROGELIO BACON 2280 44290 Guadalajara,20.7113239,-103.3320885
AMERICANA,COLONIAS,221,44160,Guadalajara,AMERICANA COLONIAS 221 44160 Guadalajara,20.6717775,-103.3630608
TALPITA,SANTO TOMAS,1786,44719,Guadalajara,TALPITA SANTO TOMAS 1786 44719 Guadalajara,20.6835307,-103.3103183
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,BALCONES DE OBLATOS ROSA RODRIGUEZ 3876 44720 Guadalajara,20.6869758,-103.2901584
VILLAS SAN IGNACIO,PRIV LUIS G MON,337,45180,zapopan,VILLAS SAN IGNACIO PRIV LUIS G MON 337 45180 zapopan,20.7346756,-103.3710032
EL ARENAL,PROLONGACION SA,43,45350,zapopan,EL ARENAL PROLONGACION SA 43 45350 zapopan,20.775698,-103.6951543
MORELOS,PELICANO,1272,44910,Guadalajara,MORELOS PELICANO 1272 44910 Guadalajara,20.6508209,-103.361163
NUEVO MEXICO,COPALITA,2711,45138,zapopan,NUEVO MEXICO COPALITA 2711 45138 zapopan,20.7552947,-103.4358244
BOSQUE ESCONDIDO,PASEO DE LOS AL,10,45180,zapopan,BOSQUE ESCONDIDO PASEO DE LOS AL 10 45180 zapopan,20.7355316,-103.3554799
VALLE DE LOS MOLINOS,BERNA,75,45200,zapopan,VALLE DE LOS MOLINOS BERNA 75 45200 zapopan,20.8557347,-103.4231866
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,LA AURORA JARDINES DE BAB 20 44790 Guadalajara,20.6615108,-103.2837726
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,SAN JUAN BOSCO FELIX BERNARDEL 428 44730 Guadalajara,20.6792166,-103.3146951
MIRAVALLE,MAURICIO CAMPOS,512,44990,Guadalajara,MIRAVALLE MAURICIO CAMPOS 512 44990 Guadalajara,20.6095034,-103.3469693
SAN VICENTE,PUERTO SOTO LA,2280,44330,Guadalajara,SAN VICENTE PUERTO SOTO LA 2280 44330 Guadalajara,20.6751707,-103.3473385
HDA SAN ISIDRO,EJIDO,570,45147,zapopan,HDA SAN ISIDRO EJIDO 570 45147 zapopan,20.7311616,-103.398173
LOMAS DEL PRADERO,AV PRESIDENTE,2235,44840,Guadalajara,LOMAS DEL PRADERO AV PRESIDENTE 2235 44840 Guadalajara,20.6471994,-103.3132516
LADRON DE GUEVARA,FRAY LUIS DE PA,443,44600,Guadalajara,LADRON DE GUEVARA FRAY LUIS DE PA 443 44600 Guadalajara,20.6769383,-103.3717253
PASEOS DEL BRISE#O,PASEOS DE LOS I,1,45236,zapopan,PASEOS DEL BRISE#O PASEOS DE LOS I 1 45236 zapopan,20.7408232,-103.3687889
2024-03-18 00:00:00,FAJA DE ORO,1783,44960,Guadalajara,45369 FAJA DE ORO 1783 44960 Guadalajara,20.6350171,-103.3781856
1RO DE MAYO 1A SECCI,CARLOS A CARRIL,527,44970,Guadalajara,1RO DE MAYO 1A SECCI CARLOS A CARRIL 527 44970 Guadalajara,20.6225824,-103.3572848
FRACC LOS PINOS,AV COMPOSITORE,3850,45120,zapopan,FRACC LOS PINOS AV COMPOSITORE 3850 45120 zapopan,20.6047829,-103.4350399
PRADOS TEPEYAC,PRADO DE LAS GA,4468,45050,zapopan,PRADOS TEPEYAC PRADO DE LAS GA 4468 45050 zapopan,20.6569105,-103.4128895
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,ARANDAS HACIENDA DEL CO 3363 44720 Guadalajara,20.6915829,-103.287272
AGRICOLA,DALIA,138,45236,zapopan,AGRICOLA DALIA 138 45236 zapopan,20.6166871,-103.4323929
ARTESANOS,INDEPENDENCIA,919,44200,Guadalajara,ARTESANOS INDEPENDENCIA 919 44200 Guadalajara,20.6868335,-103.3572848
OBLATOS,AV JUAN PABLO L,3165,44700,Guadalajara,OBLATOS AV JUAN PABLO L 3165 44700 Guadalajara,20.6747187,-103.3255216
MORELOS,CISNE,1332,44910,Guadalajara,MORELOS CISNE 1332 44910 Guadalajara,20.6517869,-103.3572848
FRACC CUSPIDE,SAN MATEO 1155,27,45200,zapopan,FRACC CUSPIDE SAN MATEO 1155 27 45200 zapopan,20.7943709,-103.4676263
LA AURORA,SALVADOR LOPEZ,1750,44790,Guadalajara,LA AURORA SALVADOR LOPEZ 1750 44790 Guadalajara,20.665741,-103.29088
COLINAS DEL REY,AV TORREMOLINOS,3500,45130,zapopan,COLINAS DEL REY AV TORREMOLINOS 3500 45130 zapopan,20.7529511,-103.4073257
ELECTRICISTAS,RAMOS ARIZPE,451,44810,Guadalajara,ELECTRICISTAS RAMOS ARIZPE 451 44810 Guadalajara,20.6549543,-103.2980962
LINDAVISTA,ALLENDE,216,45169,zapopan,LINDAVISTA ALLENDE 216 45169 zapopan,20.7225403,-103.3986393
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,OBLATOS PONIENTE HDA LAS CRUCES 2158 44700 Guadalajara,20.693503,-103.2990589
JARDINES DE LOS POET,JOSE FERNANDEZ,3365,44820,Guadalajara,JARDINES DE LOS POET JOSE FERNANDEZ 3365 44820 Guadalajara,20.6488613,-103.2930375
RINCONADA DL AUDITOR,ALBERTO CINTA,39,45180,zapopan,RINCONADA DL AUDITOR ALBERTO CINTA 39 45180 zapopan,20.7367659,-103.3425616
ALTAMIRA,AV AMERICA,580,45160,zapopan,ALTAMIRA AV AMERICA 580 45160 zapopan,20.7122558,-103.3821956
JARDINES DEL NILO,HERNANDO ALVARA,3254,44860,Guadalajara,JARDINES DEL NILO HERNANDO ALVARA 3254 44860 Guadalajara,20.6492259,-103.287272
MIRAMAR,BAHIA MAGDALENA,5,45060,zapopan,MIRAMAR BAHIA MAGDALENA 5 45060 zapopan,20.6407578,-103.4490409
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,MIRAVALLE II HERMENEGILDO BU 4308 44990 Guadalajara,20.6171935,-103.3515091
SAN ANDRES,CALLE B,165,44810,Guadalajara,SAN ANDRES CALLE B 165 44810 Guadalajara,20.6621443,-103.2995395
VALLARTA SAN JORGE,EUCLIDES,3302,44690,Guadalajara,VALLARTA SAN JORGE EUCLIDES 3302 44690 Guadalajara,20.6755195,-103.3988528
PRADOS GUADALUPE,G ROSSINI,428,45030,zapopan,PRADOS GUADALUPE G ROSSINI 428 45030 zapopan,20.6734682,-103.4204738
TETLAN,GIGANTES,108,44820,Guadalajara,TETLAN GIGANTES 108 44820 Guadalajara,20.6620349,-103.2728412
BEATRIZ HERNANDEZ,MARGARITA GUTIE,3497,44760,Guadalajara,BEATRIZ HERNANDEZ MARGARITA GUTIE 3497 44760 Guadalajara,20.6814629,-103.2848051
LOMAS DE RIO VERDE,DEMOSTENES,3550,44720,Guadalajara,LOMAS DE RIO VERDE DEMOSTENES 3550 44720 Guadalajara,20.6993366,-103.2814995
EL MIRADOR,EMILIANO ZAPATA,780,44370,Guadalajara,EL MIRADOR EMILIANO ZAPATA 780 44370 Guadalajara,20.6820247,-103.3161386
SANTA ROSA,MELQUIADES CAMP,2289,44700,Guadalajara,SANTA ROSA MELQUIADES CAMP 2289 44700 Guadalajara,20.6958496,-103.2980962
RANCHO NUEVO,CELERINO NAVARR,4135,44240,zapopan,RANCHO NUEVO CELERINO NAVARR 4135 44240 zapopan,20.7173252,-103.3226322
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,INDEPENDENCIA PTE ROGELIO BACON 1676 44290 Guadalajara,20.7036935,-103.3333151
U H ATLAS,RIO VOLGA,1386,44870,Guadalajara,U H ATLAS RIO VOLGA 1386 44870 Guadalajara,20.6468582,-103.3269652
VIGIA I,HERRADURA,242,45140,zapopan,VIGIA I HERRADURA 242 45140 zapopan,20.7327359,-103.3937991
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,LA ESPERANZA IGUALDAD 186 44300 Guadalajara,20.7124734,-103.309643
CIRCUNVAL VALLARTA,REFORMA,2749,44680,Guadalajara,CIRCUNVAL VALLARTA REFORMA 2749 44680 Guadalajara,20.6809709,-103.3854452
CONDOMINIO MALAGA,AV CENTRAL,1351,45117,zapopan,CONDOMINIO MALAGA AV CENTRAL 1351 45117 zapopan,20.6927846,-103.432489
RESIDENCIAL AZALEAS,SERVIDOR PUBLIC,1425,45230,zapopan,RESIDENCIAL AZALEAS SERVIDOR PUBLIC 1425 45230 zapopan,20.7333729,-103.4282578
LA FLORESTA DEL COLLI,BOULEVARD PUERT,26,45116,zapopan,LA FLORESTA DEL COLLI BOULEVARD PUERT 26 45116 zapopan,20.6467406,-103.4677957
TABACHINES,PASEO DE LOS CH,3040,45188,zapopan,TABACHINES PASEO DE LOS CH 3040 45188 zapopan,20.7408232,-103.3687889
EL ARENAL,CUAUHTEMOC,132,45350,zapopan,EL ARENAL CUAUHTEMOC 132 45350 zapopan,20.6719563,-103.416501
TABACHINES,PASEO DE LOS AV,3101,45188,zapopan,TABACHINES PASEO DE LOS AV 3101 45188 zapopan,20.7408232,-103.3687889
SANTA ELENA,ASTURIAS,1581,44230,Guadalajara,SANTA ELENA ASTURIAS 1581 44230 Guadalajara,20.714497,-103.3376018
VICTOR HUGO,PRIVADA COLON,150,45190,zapopan,VICTOR HUGO PRIVADA COLON 150 45190 zapopan,20.7212215,-103.3545682
BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,BENITO JUAREZ JUAN MANUEL RUV 1992 45199 Guadalajara,20.7349255,-103.3399585
REAL DE TESISTAN,PASEO DE LA ARB,176,45200,zapopan,REAL DE TESISTAN PASEO DE LA ARB 176 45200 zapopan,20.7826297,-103.4722075
OBLATOS PONIENTE,HACIENDA DE TAL,2191,44700,Guadalajara,OBLATOS PONIENTE HACIENDA DE TAL 2191 44700 Guadalajara,20.6958496,-103.2980962
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,LOS ROBLES CALLE LOS ROBLE 395 45134 zapopan,20.76045,-103.4237244
LA FLORIDA,FLORAL,15,45234,zapopan,LA FLORIDA FLORAL 15 45234 zapopan,20.597604,-103.4244467
RANCHO NUEVO,DOMINGO RAMIRE,1150,44240,Guadalajara,RANCHO NUEVO DOMINGO RAMIRE 1150 44240 Guadalajara,20.7209179,-103.331296
CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,CANTARRANAS MIGUEL BERNAL 3327 44829 Guadalajara,20.6588519,-103.2912823
FRACC CUSPIDE,SENDA DEL OCOTE,22,45200,zapopan,FRACC CUSPIDE SENDA DEL OCOTE 22 45200 zapopan,20.816668,-103.4838407
REAL QUINTAS DEL VALLE,CIRCUITO REAL S,0,45138,zapopan,REAL QUINTAS DEL VALLE CIRCUITO REAL S 0 45138 zapopan,20.7531957,-103.4360243
ZONA INDUSTRIAL SUR,CALLE 16,2526,44940,Guadalajara,ZONA INDUSTRIAL SUR CALLE 16 2526 44940 Guadalajara,20.6293229,-103.3551189
VICENTE GUERRERO,C CEDROS,15,45134,zapopan,VICENTE GUERRERO C CEDROS 15 45134 zapopan,20.76045,-103.4237244
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,RESIDENCIAL TESISTAN AV SAN MATEO 1115 45200 zapopan,20.7943588,-103.4682866
DEL FRESNO,CIPRES,1738,44900,Guadalajara,DEL FRESNO CIPRES 1738 44900 Guadalajara,20.6570961,-103.3668867
VALENTIN GOMEZ FARIA,JUAN DE DIOS CO,12,44977,Guadalajara,VALENTIN GOMEZ FARIA JUAN DE DIOS CO 12 44977 Guadalajara,20.6184232,-103.3637828
RNDA DE PAZ,ALBANILES,543,44860,Guadalajara,RNDA DE PAZ ALBANILES 543 44860 Guadalajara,20.6480574,-103.3077865
2024-03-18 00:00:00,NATIVIDAD MACIA,1326,44960,Guadalajara,45369 NATIVIDAD MACIA 1326 44960 Guadalajara,20.6333595,-103.369541
LA HACIENDITA,SAN MARTIN,2341,45230,zapopan,LA HACIENDITA SAN MARTIN 2341 45230 zapopan,20.6147624,-103.4475643
SAN ANDRES,AVELINO M PRESA,3335,44810,Guadalajara,SAN ANDRES AVELINO M PRESA 3335 44810 Guadalajara,20.6611419,-103.2904612
LADRON DE GUEVARA,AVENIDA AMERICA,620,44600,Guadalajara,LADRON DE GUEVARA AVENIDA AMERICA 620 44600 Guadalajara,20.6823254,-103.3775019
VILLA VICENTE GUERRE,ISLA USTICA,3318,44860,Guadalajara,VILLA VICENTE GUERRE ISLA USTICA 3318 44860 Guadalajara,20.6751707,-103.3473385
PARQUES DE ZAPOPAN,OPALO,14,45138,zapopan,PARQUES DE ZAPOPAN OPALO 14 45138 zapopan,20.747504,-103.4189965
JARDINES DE LA CRUZ,ISLA ASENCION,3108,44950,Guadalajara,JARDINES DE LA CRUZ ISLA ASENCION 3108 44950 Guadalajara,20.6375951,-103.3810856
LOS ALMENDROS,ANTONIO GARCIA,3912,44240,Guadalajara,LOS ALMENDROS ANTONIO GARCIA 3912 44240 Guadalajara,20.7147126,-103.3291866
RESIDENC LA ESTANCIA,WOLFANG AMADEUS,5552,45030,zapopan,RESIDENC LA ESTANCIA WOLFANG AMADEUS 5552 45030 zapopan,20.6733758,-103.4280012
LA MOJONERA,DE BARAJAS,425,45134,zapopan,LA MOJONERA DE BARAJAS 425 45134 zapopan,20.6719563,-103.416501
SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,SAN VICENTE MONTES MARCIANO 2173 44330 Guadalajara,20.6960687,-103.3139733
EL FORTIN,ALAMO,1359,45066,zapopan,EL FORTIN ALAMO 1359 45066 zapopan,20.6283228,-103.4699635
VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,zapopan,VILLA FONTANA DIAMANTE FUENTE BRILLANT 1730 45200 zapopan,20.7792648,-103.4708867
VILLAS DE GADALUPE,AV PATRIA,4177,44720,Guadalajara,VILLAS DE GADALUPE AV PATRIA 4177 44720 Guadalajara,20.6895609,-103.2851073
U. H. BENITO JUAREZ II,CREDITO,4049,44770,Guadalajara,U. H. BENITO JUAREZ II CREDITO 4049 44770 Guadalajara,20.6727086,-103.2764487
EL CENTRO,JUAREZ,400,44100,Guadalajara,EL CENTRO JUAREZ 400 44100 Guadalajara,20.6753109,-103.348674
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,HERMOSA PROVIN ZO TE ARQUIMIDES 630 44770 Guadalajara,20.6713596,-103.2843857
HERMOSA PROVIN ZO TE,TELEFONISTAS,3331,44770,Guadalajara,HERMOSA PROVIN ZO TE TELEFONISTAS 3331 44770 Guadalajara,20.6684351,-103.2856733
LOMAS DE MIRAMAR,URANIO,31,45060,zapopan,LOMAS DE MIRAMAR URANIO 31 45060 zapopan,20.6391341,-103.4439519
PRADOS TEPEYAC,PRADO DE LAS RO,308,45050,zapopan,PRADOS TEPEYAC PRADO DE LAS RO 308 45050 zapopan,20.6569105,-103.4128895
EL COLLY URBANO I,VOLCAN VESUBIO,2321,45070,zapopan,EL COLLY URBANO I VOLCAN VESUBIO 2321 45070 zapopan,20.6413488,-103.4276284
VILLA UNIVESITARIA,AV PATRIA,1446,45110,zapopan,VILLA UNIVESITARIA AV PATRIA 1446 45110 zapopan,20.6973658,-103.4155417
NUEVO MEXICO,2024-01-06 00:00:00,3239,45138,zapopan,NUEVO MEXICO 45297 3239 45138 zapopan,20.7690198,-103.4539176
JARDINES D NVO MEXIC,SEGUNDA NORTE,5699,45138,zapopan,JARDINES D NVO MEXIC SEGUNDA NORTE 5699 45138 zapopan,20.7692654,-103.4473724
INDIGENA D MEZQUITAN,2024-03-18 00:00:00,409,45190,zapopan,INDIGENA D MEZQUITAN 45369 409 45190 zapopan,20.7385264,-103.3312962
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,EL ZAPOTE TEZOZOMOC 4357 45050 zapopan,20.6546308,-103.415381
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,RESIDENCIAL TESISTAN PARQUE MEXICANO 150 45200 zapopan,20.7990055,-103.4673951
OBLATOS PONIENTE,HACIENDA LA GAV,3208,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA GAV 3208 44700 Guadalajara,20.7023208,-103.2829192
UNIDAD JARDINES SEAT,JARDINES DE LOS,1233,45180,zapopan,UNIDAD JARDINES SEAT JARDINES DE LOS 1233 45180 zapopan,20.7361467,-103.3527111
VALENTIN GOMEZ FARIA,CANUTO ELIAS,3414,44977,Guadalajara,VALENTIN GOMEZ FARIA CANUTO ELIAS 3414 44977 Guadalajara,20.6191343,-103.3630249
BALCONES DE OBLATOS,HACIENDA DEL CA,2275,44720,Guadalajara,BALCONES DE OBLATOS HACIENDA DEL CA 2275 44720 Guadalajara,20.7051122,-103.2949895
JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,JARDINES DE STA ISAB COMBATE DE SACR 228 44300 Guadalajara,20.7146077,-103.3103647
OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,OBLATOS PONIENTE HACIENDA DE LAS 2299 44700 Guadalajara,20.6958496,-103.2980962
VIGIA I,DEL CORRAL,604,45140,zapopan,VIGIA I DEL CORRAL 604 45140 zapopan,20.7316505,-103.3952503
MODERNA,AV ESPANA,1092,44190,Guadalajara,MODERNA AV ESPANA 1092 44190 Guadalajara,20.6592017,-103.3525373
U H EL ZALATE,JOSE FERNANDEZ,1123,44760,Guadalajara,U H EL ZALATE JOSE FERNANDEZ 1123 44760 Guadalajara,20.6790639,-103.2732636
COLINAS D LA PRIMAVE,CASCADA,147,45066,zapopan,COLINAS D LA PRIMAVE CASCADA 147 45066 zapopan,20.6301249,-103.4656279
CANTEROS,PRIVADA CANTERO,1564,45190,zapopan,CANTEROS PRIVADA CANTERO 1564 45190 zapopan,20.7209881,-103.3500652
VILLAS SAN IGNACIO,PABLO QUIROGA,215,45180,zapopan,VILLAS SAN IGNACIO PABLO QUIROGA 215 45180 zapopan,20.724594,-103.3668962
