colonia,Calle,# de casa,Código postal,Unnamed: 4,Ubicacion,Latitude,Longitude
VALLARTA SAN JORGE,TUCIDIDES,156,44690,Guadalajara,VALLARTA SAN JORGE TUCIDIDES 156 44690 Guadalajara,20.6755195,-103.3988528
COLINAS DEL REY,AV TORREMOLINOS,3500,45130,zapopan,COLINAS DEL REY AV TORREMOLINOS 3500 45130 zapopan,20.7529511,-103.4073257
OBLATOS PONIENTE,HDA LAS CRUCES,2158,44700,Guadalajara,OBLATOS PONIENTE HDA LAS CRUCES 2158 44700 Guadalajara,20.693503,-103.2990589
VALENTIN GOMEZ FARIA,JUAN DE DIOS CO,12,44977,Guadalajara,VALENTIN GOMEZ FARIA JUAN DE DIOS CO 12 44977 Guadalajara,20.6184232,-103.3637828
INDEPENDENCIA PTE,ROGELIO BACON,1676,44290,Guadalajara,INDEPENDENCIA PTE ROGELIO BACON 1676 44290 Guadalajara,20.7036935,-103.3333151
VILLA FONTANA DIAMANTE,FUENTE GRAFITO,8884,45200,zapopan,VILLA FONTANA DIAMANTE FUENTE GRAFITO 8884 45200 zapopan,20.7797176,-103.4751321
ARTESANOS,INDEPENDENCIA,919,44200,Guadalajara,ARTESANOS INDEPENDENCIA 919 44200 Guadalajara,20.6868335,-103.3572848
ARANDAS,HACIENDA DEL CO,3363,44720,Guadalajara,ARANDAS HACIENDA DEL CO 3363 44720 Guadalajara,20.6915829,-103.287272
COLINAS D LA PRIMAVE,CASCADA,147,45066,zapopan,COLINAS D LA PRIMAVE CASCADA 147 45066 zapopan,20.6301249,-103.4656279
CONJ LOMAS ALTAS,PASEO DEL ARCO,4098,45128,zapopan,CONJ LOMAS ALTAS PASEO DEL ARCO 4098 45128 zapopan,20.6848788,-103.4100003
LA ESTRADA,HIDALAGO,6,45200,zapopan,LA ESTRADA HIDALAGO 6 45200 zapopan,20.7992474,-103.4773028
EL BRISE#O,CONSTELACION,7,45236,zapopan,EL BRISE#O CONSTELACION 7 45236 zapopan,20.622299,-103.4352826
BOSQUES D L VICTORIA,FAUNA,2765,44540,Guadalajara,BOSQUES D L VICTORIA FAUNA 2765 44540 Guadalajara,20.6463741,-103.3890559
HIGUERILLAS,MARIANO RODRIGU,2669,44470,Guadalajara,HIGUERILLAS MARIANO RODRIGU 2669 44470 Guadalajara,20.6327983,-103.3489234
LOMAS DE MIRAMAR,URANIO,31,45060,zapopan,LOMAS DE MIRAMAR URANIO 31 45060 zapopan,20.6391341,-103.4439519
REAL DE TESISTAN,PRIVADA EMILIAN,28,45200,zapopan,REAL DE TESISTAN PRIVADA EMILIAN 28 45200 zapopan,20.7985849,-103.4734126
VILLA FONTANA DIAMANTE,FUENTE BRILLANT,1730,45200,zapopan,VILLA FONTANA DIAMANTE FUENTE BRILLANT 1730 45200 zapopan,20.7792648,-103.4708867
FRACC CUSPIDE,CAMINO AL POTRE,1200,45200,zapopan,FRACC CUSPIDE CAMINO AL POTRE 1200 45200 zapopan,20.8038746,-103.4967173
FRACC PALERMO,MARINA,204,45200,zapopan,FRACC PALERMO MARINA 204 45200 zapopan,20.8167636,-103.4619374
GENERAL REAL,PENSADOR MEXICA,1070,44400,Guadalajara,GENERAL REAL PENSADOR MEXICA 1070 44400 Guadalajara,20.665244,-103.3312763
EL BATAN,ANDADOR AGUA AZ,44,45190,zapopan,EL BATAN ANDADOR AGUA AZ 44 45190 zapopan,20.7221877,-103.3438725
OBLATOS PONIENTE,HACIENDA LA PUR,2415,44700,Guadalajara,OBLATOS PONIENTE HACIENDA LA PUR 2415 44700 Guadalajara,20.6958496,-103.2980962
LOMAS DL VALLE VI UN,CANCER,3992,45129,zapopan,LOMAS DL VALLE VI UN CANCER 3992 45129 zapopan,20.6888135,-103.406389
RNDA DE PAZ,ALBANILES,543,44860,Guadalajara,RNDA DE PAZ ALBANILES 543 44860 Guadalajara,20.6480574,-103.3077865
RINCONADA DE HUENTITAN,JOSE MARIA CANA,5128,44250,Guadalajara,RINCONADA DE HUENTITAN JOSE MARIA CANA 5128 44250 Guadalajara,20.7290954,-103.3211909
HUENTITAN EL BAJO,VOLCAN MAIPO,340,44250,Guadalajara,HUENTITAN EL BAJO VOLCAN MAIPO 340 44250 Guadalajara,20.7418207,-103.3153473
EL ZAPOTE,TEZOZOMOC,4357,45050,zapopan,EL ZAPOTE TEZOZOMOC 4357 45050 zapopan,20.6546308,-103.415381
LA ESPERANZA,IGUALDAD,186,44300,Guadalajara,LA ESPERANZA IGUALDAD 186 44300 Guadalajara,20.7124734,-103.309643
BENITO JUAREZ,ADOLFO LOPEZ MA,4754,45199,zapopan,BENITO JUAREZ ADOLFO LOPEZ MA 4754 45199 zapopan,20.7313122,-103.3385042
JARDINES DE LA CRUZ,AV ISALA RAZA,2460,44950,Guadalajara,JARDINES DE LA CRUZ AV ISALA RAZA 2460 44950 Guadalajara,20.6349829,-103.3912074
LA FLORIDA,FLORAL,15,45234,zapopan,LA FLORIDA FLORAL 15 45234 zapopan,20.597604,-103.4244467
AGRICOLA,DALIA,138,45236,zapopan,AGRICOLA DALIA 138 45236 zapopan,20.6166871,-103.4323929
RESIDENCIAL LA CRUZ,ISLA ABACO,3086,44950,Guadalajara,RESIDENCIAL LA CRUZ ISLA ABACO 3086 44950 Guadalajara,20.6372977,-103.3783132
INDIGENA D MEZQUITAN,2024-03-18 00:00:00,409,45190,zapopan,INDIGENA D MEZQUITAN 45369 409 45190 zapopan,20.7385264,-103.3312962
LOMAS DEL PARADERO,LUIS QUINTANAR,746,44840,Guadalajara,LOMAS DEL PARADERO LUIS QUINTANAR 746 44840 Guadalajara,20.6501203,-103.3200361
OBLATOS,AV JUAN PABLO L,3165,44700,Guadalajara,OBLATOS AV JUAN PABLO L 3165 44700 Guadalajara,20.6747187,-103.3255216
BOSQUE ESCONDIDO,PASEO DE LOS AL,10,45180,zapopan,BOSQUE ESCONDIDO PASEO DE LOS AL 10 45180 zapopan,20.7355316,-103.3554799
LINDAVISTA,ALLENDE,216,45169,zapopan,LINDAVISTA ALLENDE 216 45169 zapopan,20.7225403,-103.3986393
RESIDENCIAL GUADALUP,MISION SAN PATR,350,45030,zapopan,RESIDENCIAL GUADALUP MISION SAN PATR 350 45030 zapopan,20.6552033,-103.4345602
LOMAS DEL REFUGIO,AGUA PRIETA,111,45186,zapopan,LOMAS DEL REFUGIO AGUA PRIETA 111 45186 zapopan,20.7411317,-103.3355912
U H FOVISSSTE ESTADI,LISBOA,28,44307,Guadalajara,U H FOVISSSTE ESTADI LISBOA 28 44307 Guadalajara,20.7105563,-103.3247998
VILLAS DE GADALUPE,AV PATRIA,4177,44720,Guadalajara,VILLAS DE GADALUPE AV PATRIA 4177 44720 Guadalajara,20.6895609,-103.2851073
HERMOSA PROVIN ZO TE,ARQUIMIDES,630,44770,Guadalajara,HERMOSA PROVIN ZO TE ARQUIMIDES 630 44770 Guadalajara,20.6713596,-103.2843857
BENITO JUAREZ,JUAN MANUEL RUV,1992,45199,Guadalajara,BENITO JUAREZ JUAN MANUEL RUV 1992 45199 Guadalajara,20.7349255,-103.3399585
MORELOS,PELICANO,1272,44910,Guadalajara,MORELOS PELICANO 1272 44910 Guadalajara,20.6508209,-103.361163
REVOLUCION SEGUNDA SECCION,REVOLUCION,51,45200,zapopan,REVOLUCION SEGUNDA SECCION REVOLUCION 51 45200 zapopan,20.8271097,-103.4344083
BOSQUES D L VICTORIA,PENINSULA,2713,44540,Guadalajara,BOSQUES D L VICTORIA PENINSULA 2713 44540 Guadalajara,20.6463741,-103.3890559
LOS ROBLES,CALLE LOS ROBLE,395,45134,zapopan,LOS ROBLES CALLE LOS ROBLE 395 45134 zapopan,20.76045,-103.4237244
SANTA ANA TEPETITLAN,HIDALGO,35,45230,zapopan,SANTA ANA TEPETITLAN HIDALGO 35 45230 zapopan,20.6208879,-103.4560404
MESA DE LOS OCOTES,BETABEL,23,45189,zapopan,MESA DE LOS OCOTES BETABEL 23 45189 zapopan,20.7632265,-103.3515091
MARAVILLA,SANTA JULIA,1334,44700,Guadalajara,MARAVILLA SANTA JULIA 1334 44700 Guadalajara,20.6971899,-103.3050758
OBLATOS PONIENTE,HACIENDA DE LAS,2299,44700,Guadalajara,OBLATOS PONIENTE HACIENDA DE LAS 2299 44700 Guadalajara,20.6958496,-103.2980962
PRADOS GUADALUPE,G ROSSINI,428,45030,zapopan,PRADOS GUADALUPE G ROSSINI 428 45030 zapopan,20.6734682,-103.4204738
PANORAMICA HUENTITAN,CALZADA,4500,44259,Guadalajara,PANORAMICA HUENTITAN CALZADA 4500 44259 Guadalajara,20.7365162,-103.3103647
RESIDENCIAL TESISTAN,PARQUE MEXICANO,150,45200,zapopan,RESIDENCIAL TESISTAN PARQUE MEXICANO 150 45200 zapopan,20.7990055,-103.4673951
PRADOS TEPEYAC,PRADO DE LAS GA,4468,45050,zapopan,PRADOS TEPEYAC PRADO DE LAS GA 4468 45050 zapopan,20.6569105,-103.4128895
BALCONES DE OBLATOS,ROSA RODRIGUEZ,3876,44720,Guadalajara,BALCONES DE OBLATOS ROSA RODRIGUEZ 3876 44720 Guadalajara,20.6869758,-103.2901584
SANTA TERESITA,ALFREDO CHAVERO,16,44600,Guadalajara,SANTA TERESITA ALFREDO CHAVERO 16 44600 Guadalajara,20.6837463,-103.3687217
HOGARES GUADALAJARA,CIRCUNVALACION,258,44340,Guadalajara,HOGARES GUADALAJARA CIRCUNVALACION 258 44340 Guadalajara,20.689097,-103.3284089
INF LA TUZANIA,AND OYAMELES,1124,45138,zapopan,INF LA TUZANIA AND OYAMELES 1124 45138 zapopan,20.7373175,-103.4153366
MARAVILLA,HACIENDA DE GUA,1124,44700,Guadalajara,MARAVILLA HACIENDA DE GUA 1124 44700 Guadalajara,20.7015623,-103.3068101
EL COLLY URBANO I,VOLCAN VESUBIO,2321,45070,zapopan,EL COLLY URBANO I VOLCAN VESUBIO 2321 45070 zapopan,20.6413488,-103.4276284
FRACC REAL DEL BOSQUE,BERROCAL,449,45130,zapopan,FRACC REAL DEL BOSQUE BERROCAL 449 45130 zapopan,20.7521489,-103.3924863
JARDINES D NVO MEXIC,SEXTA PTE,535,45138,zapopan,JARDINES D NVO MEXIC SEXTA PTE 535 45138 zapopan,20.7672196,-103.4379033
ARANDAS,HACIENDA LA ERR,1877,44720,Guadalajara,ARANDAS HACIENDA LA ERR 1877 44720 Guadalajara,20.6886638,-103.2887465
VILLA FONTANA DIAMANTE,AV LAS TORRES,1896,45200,zapopan,VILLA FONTANA DIAMANTE AV LAS TORRES 1896 45200 zapopan,20.7744077,-103.4756926
REAL DE VALDEPE?S,CALLE G 1470 TO,1470,45130,zapopan,REAL DE VALDEPE?S CALLE G 1470 TO 1470 45130 zapopan,20.749249,-103.3991666
IXTLAHUACAN DEL RIO,HDA SAN MIGUEL,10,45260,zapopan,IXTLAHUACAN DEL RIO HDA SAN MIGUEL 10 45260 zapopan,20.8692661,-103.2355813
JARDINES DE STA ISAB,COMBATE DE SACR,228,44300,Guadalajara,JARDINES DE STA ISAB COMBATE DE SACR 228 44300 Guadalajara,20.7146077,-103.3103647
EL BATAN,ALCALDE,288,45190,zapopan,EL BATAN ALCALDE 288 45190 zapopan,20.7221151,-103.3450117
DIVISION DEL NORTE,TERUEL,3693,44230,Guadalajara,DIVISION DEL NORTE TERUEL 3693 44230 Guadalajara,20.6751707,-103.3473385
SANTA FE,EMILIANO ZAPATA,574,45168,zapopan,SANTA FE EMILIANO ZAPATA 574 45168 zapopan,20.7154469,-103.3926668
VALENTIN GOMEZ FARIA,CANUTO ELIAS,3414,44977,Guadalajara,VALENTIN GOMEZ FARIA CANUTO ELIAS 3414 44977 Guadalajara,20.6191343,-103.3630249
HDA SAN ISIDRO,LA VILLA,455,45147,zapopan,HDA SAN ISIDRO LA VILLA 455 45147 zapopan,20.6719563,-103.416501
LA PERLA,PEDRO LANDAZURI,733,44360,Guadalajara,LA PERLA PEDRO LANDAZURI 733 44360 Guadalajara,20.6828464,-103.3325044
LA FLORESTA DEL COLLI,BOULEVARD PUERT,26,45116,zapopan,LA FLORESTA DEL COLLI BOULEVARD PUERT 26 45116 zapopan,20.6467406,-103.4677957
MESA COLORADA PTE,NABO,543,45189,zapopan,MESA COLORADA PTE NABO 543 45189 zapopan,20.7630106,-103.346334
REAL DE VALDEPE?S,RINCONADA DEL C,1327,45130,zapopan,REAL DE VALDEPE?S RINCONADA DEL C 1327 45130 zapopan,20.756436,-103.400611
U H EL ZALATE,JOSE FERNANDEZ,1123,44760,Guadalajara,U H EL ZALATE JOSE FERNANDEZ 1123 44760 Guadalajara,20.6790639,-103.2732636
EL BRISE?,PASEO DE LA MAT,200,45236,zapopan,EL BRISE? PASEO DE LA MAT 200 45236 zapopan,20.6193793,-103.4352826
HUENTITAN EL BAJO,VOLCAN VIRGEN,182,44250,Guadalajara,HUENTITAN EL BAJO VOLCAN VIRGEN 182 44250 Guadalajara,20.7305287,-103.3169957
MIRAVALLE II,HERMENEGILDO BU,4308,44990,Guadalajara,MIRAVALLE II HERMENEGILDO BU 4308 44990 Guadalajara,20.6171935,-103.3515091
UNIDAD BELISARIO DOM,JOSE LUIS MORA,1212,44329,Guadalajara,UNIDAD BELISARIO DOM JOSE LUIS MORA 1212 44329 Guadalajara,20.6848023,-103.3217926
MARAVILLA,MESA DEL NORTE,1272,44700,Guadalajara,MARAVILLA MESA DEL NORTE 1272 44700 Guadalajara,20.6995569,-103.304327
INF LA TUZANIA,CAPULINES,40,45138,zapopan,INF LA TUZANIA CAPULINES 40 45138 zapopan,20.7318681,-103.4131707
LADRON DE GUEVARA,AVENIDA MEXICO,2582,44600,Guadalajara,LADRON DE GUEVARA AVENIDA MEXICO 2582 44600 Guadalajara,20.6800329,-103.3822859
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,BOSQUES D LA CANTERA PRIV OPALO 17 44306 Guadalajara,20.7157293,-103.3146951
SAN VICENTE,MONTES MARCIANO,2173,44330,Guadalajara,SAN VICENTE MONTES MARCIANO 2173 44330 Guadalajara,20.6960687,-103.3139733
AMERICANA,COLONIAS,221,44160,Guadalajara,AMERICANA COLONIAS 221 44160 Guadalajara,20.6717775,-103.3630608
PARAISOS DEL COLLY,GALEANA,1068,45069,zapopan,PARAISOS DEL COLLY GALEANA 1068 45069 zapopan,20.6508689,-103.4549679
PASEOS DEL SOL,TOMAS BALCAZAR,5404,45079,zapopan,PASEOS DEL SOL TOMAS BALCAZAR 5404 45079 zapopan,20.6371278,-103.4270208
LA MARTINICA,PASEO DE LOS AL,79,45185,zapopan,LA MARTINICA PASEO DE LOS AL 79 45185 zapopan,20.7452389,-103.3666709
PRADOS TEPEYAC,PRADO DE LAS RO,308,45050,zapopan,PRADOS TEPEYAC PRADO DE LAS RO 308 45050 zapopan,20.6569105,-103.4128895
JARDINES DEL BOSQUE,PLACERES,806,44520,zapopan,JARDINES DEL BOSQUE PLACERES 806 44520 zapopan,20.6651045,-103.3918888
HELIODORO HERNANDEZ,CELIA PACHECO,3713,44720,Guadalajara,HELIODORO HERNANDEZ CELIA PACHECO 3713 44720 Guadalajara,20.6963895,-103.2787599
EL ARENAL,PROLONGACION SA,43,45350,zapopan,EL ARENAL PROLONGACION SA 43 45350 zapopan,20.775698,-103.6951543
BOSQUES D LA CANTERA,PRIV OPALO,17,44306,Guadalajara,BOSQUES D LA CANTERA PRIV OPALO 17 44306 Guadalajara,20.7157293,-103.3146951
OBREROS D L CONSTRUC,ABEDUL,274,44900,Guadalajara,OBREROS D L CONSTRUC ABEDUL 274 44900 Guadalajara,20.6546669,-103.364757
CANTARRANAS,MIGUEL BERNAL,3327,44829,Guadalajara,CANTARRANAS MIGUEL BERNAL 3327 44829 Guadalajara,20.6588519,-103.2912823
2024-05-05 00:00:00,RAMON MARQUEZ,362,44970,Guadalajara,45417 RAMON MARQUEZ 362 44970 Guadalajara,20.6248572,-103.3530714
JARDINES DEL NILO,MANUEL RIVERA C,2818,44860,Guadalajara,JARDINES DEL NILO MANUEL RIVERA C 2818 44860 Guadalajara,20.6492259,-103.287272
SAN JUAN BOSCO,FELIX BERNARDEL,428,44730,Guadalajara,SAN JUAN BOSCO FELIX BERNARDEL 428 44730 Guadalajara,20.6792166,-103.3146951
INF LA TUZANIA,AV DE LAS PALME,1246,45138,zapopan,INF LA TUZANIA AV DE LAS PALME 1246 45138 zapopan,20.7344059,-103.4157484
LAS AGUILAS,RIO TOMATLAN,800,45080,zapopan,LAS AGUILAS RIO TOMATLAN 800 45080 zapopan,20.6259866,-103.4079802
MODERNA,AV ESPANA,1092,44190,Guadalajara,MODERNA AV ESPANA 1092 44190 Guadalajara,20.6592017,-103.3525373
TETLAN,AURELIA GUEVARA,3518,44820,Guadalajara,TETLAN AURELIA GUEVARA 3518 44820 Guadalajara,20.6554278,-103.2889519
ARENALES TAPATIOS,AV GUADALUPE,132,45066,zapopan,ARENALES TAPATIOS AV GUADALUPE 132 45066 zapopan,20.6667157,-103.3938876
MIGUEL HIDALGO,15 DE SEPTIEMBR,3017,45186,zapopan,MIGUEL HIDALGO 15 DE SEPTIEMBR 3017 45186 zapopan,20.7459284,-103.3486213
OBLATOS PONIENTE,JUAN PABLO II,3165,44700,Guadalajara,OBLATOS PONIENTE JUAN PABLO II 3165 44700 Guadalajara,20.6958496,-103.2980962
TRANSITO,AV CIRCUNVALANC,479,44298,Guadalajara,TRANSITO AV CIRCUNVALANC 479 44298 Guadalajara,20.7007339,-103.338378
RESIDENCIAL TESISTAN,AV SAN MATEO,1115,45200,zapopan,RESIDENCIAL TESISTAN AV SAN MATEO 1115 45200 zapopan,20.7943588,-103.4682866
UNIDAD MEXICO,CDA QUERETARO,278,45120,zapopan,UNIDAD MEXICO CDA QUERETARO 278 45120 zapopan,20.6719563,-103.416501
COUNTRY CLUB,AV JORGE ALVARE,1535,44610,Guadalajara,COUNTRY CLUB AV JORGE ALVARE 1535 44610 Guadalajara,20.7021029,-103.367393
POLANQUITO,MIGUEL MACIAS,3653,44969,Guadalajara,POLANQUITO MIGUEL MACIAS 3653 44969 Guadalajara,20.6177446,-103.3724473
LA AURORA,JARDINES DE BAB,20,44790,Guadalajara,LA AURORA JARDINES DE BAB 20 44790 Guadalajara,20.6615108,-103.2837726
